#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
6.490350,0.041141,0.401538,0.007450,0.007450,6.945891
6.183890,0.227285,2.253800,0.001742,0.001742,8.668899
6.516998,0.295263,2.445598,0.077863,0.077863,18.269830
6.099392,0.241745,4.388540,0.157875,0.157875,20.274677
5.427168,0.222767,5.449474,0.402497,0.402497,23.705287
6.501470,0.415072,7.321188,0.263192,0.263192,30.123747
5.550139,0.367759,6.818688,0.405869,0.405869,30.708630
5.108298,0.283239,5.256773,0.378064,0.378064,24.208846
4.901842,0.291560,4.907628,0.291427,0.291427,22.767324
6.632283,0.404536,8.107325,0.534264,0.534264,31.791655
6.055418,0.344273,8.479845,0.607873,0.607873,33.195788
5.689930,0.308047,8.215199,0.565376,0.565376,34.871968
5.942899,0.426721,10.282468,0.371528,0.371528,36.171917
5.813574,0.402795,10.230383,0.341209,0.341209,36.695068
5.392662,0.410432,10.233987,0.492979,0.492979,34.393724
7.260716,0.461834,19.252924,0.839886,0.839886,77.795627
5.627177,0.382791,13.586292,0.761274,0.761274,44.622685
6.196718,0.425487,14.054749,0.761703,0.761703,46.278862
6.063883,0.391895,12.954801,0.735926,0.735926,46.510512
6.413611,0.393999,12.560834,0.652166,0.652166,49.571432
6.296998,0.526725,14.474957,0.993122,0.993122,55.231782
6.464154,0.473306,13.971365,1.198983,1.198983,58.033470
6.702118,0.371318,13.298623,0.753790,0.753790,52.592545
5.713493,0.376708,14.444495,0.852307,0.852307,56.833626
6.174952,0.330597,15.051959,1.632558,1.632558,70.303591
5.726586,0.302217,14.101864,1.089402,1.089402,64.264241
6.449208,0.374350,15.505759,1.930031,1.930031,82.501180
6.050062,0.426820,14.516760,1.343181,1.343181,60.395571
6.504964,0.422643,13.918210,1.497872,1.497872,53.266577
5.421824,0.416515,10.465527,0.734570,0.734570,34.751839
5.206032,0.446471,8.908340,1.036798,1.036798,32.281610
5.491013,0.432385,5.258680,0.452191,0.452191,21.197927
5.307469,0.425895,6.499563,0.241514,0.241514,20.951828
5.787532,0.427912,7.825761,0.236290,0.236290,26.476642
6.805561,0.514888,9.767899,0.325450,0.325450,33.327631
5.850748,0.527849,9.019344,0.401042,0.401042,29.385650
6.523755,0.587738,11.792837,0.490422,0.490422,39.792060
6.598587,0.595375,12.455099,0.891619,0.891619,39.185191
5.586123,0.510249,12.025568,0.685515,0.685515,36.956077
5.785702,0.455926,12.808112,0.927613,0.927613,39.909995
6.064544,0.524698,13.644195,0.681350,0.681350,43.670947
6.417099,0.644628,14.713307,1.518966,1.518966,54.937737
6.444095,0.592256,14.719832,0.783768,0.783768,47.244079
6.183387,0.530330,13.598360,1.063270,1.063270,51.013201
5.922770,0.462980,14.549811,0.983831,0.983831,55.285421
6.558460,0.482773,13.493893,1.198244,1.198244,44.705287
7.083554,0.652530,15.257809,1.290269,1.290269,63.276089
6.229814,0.557264,16.383756,1.121946,1.121946,55.224023
5.705712,0.475445,14.351224,1.323851,1.323851,50.079092
5.547825,0.486609,11.829704,1.191213,1.191213,35.910540
6.093407,0.520400,10.803914,1.596619,1.596619,36.771619
6.943878,0.581004,13.583150,1.806888,1.806888,44.569943
6.191870,0.506634,12.060207,1.020079,1.020079,37.730951
7.190512,0.640660,14.588815,1.222865,1.222865,45.728298
6.421259,0.421046,14.187464,1.591583,1.591583,40.029629
5.961112,0.511649,12.377899,0.945169,0.945169,36.870038
5.841745,0.583560,12.449280,0.884852,0.884852,36.082467
5.912785,0.665832,10.714910,0.745900,0.745900,32.912593
5.648601,0.645652,10.850590,1.005509,1.005509,34.047731
5.457927,0.521105,9.603984,0.595860,0.595860,30.023455
5.866519,0.644451,12.154337,0.987115,0.987115,37.202914
7.789095,0.717245,15.447470,0.975532,0.975532,51.689300
6.880001,0.566103,13.152563,0.763698,0.763698,38.782357
7.109663,0.516410,14.619783,0.913242,0.913242,43.319125
5.945561,0.571162,11.648199,0.983005,0.983005,38.824188
6.675073,0.616535,11.089986,0.772868,0.772868,39.852654
6.387304,0.587384,10.891554,0.986785,0.986785,41.609087
5.923244,0.758077,8.102587,0.621275,0.621275,30.647629
5.768610,0.658393,5.644402,0.748765,0.748765,25.969325
6.005624,0.770740,4.598656,0.287394,0.287394,18.306231
8.187899,0.801247,5.742567,0.534925,0.534925,38.630428
5.832233,0.537295,5.297264,0.166339,0.166339,20.508257
5.978790,0.572617,6.132543,0.166990,0.166990,23.606649
6.226927,0.558268,6.966808,0.289344,0.289344,26.756894
6.397873,0.592289,6.977985,0.409705,0.409705,31.555779
5.656746,0.558697,7.775715,0.506127,0.506127,30.724301
6.141051,0.543180,9.293832,0.770212,0.770212,38.181422
6.765130,0.620679,11.108843,0.919413,0.919413,42.184509
5.713949,0.560152,11.758805,0.874800,0.874800,42.687572
5.518863,0.524676,12.309291,0.853376,0.853376,42.447839
5.899146,0.595540,12.449974,1.140517,1.140517,46.647761
6.333996,0.684788,12.932571,1.447208,1.447208,55.736984
7.217878,0.716319,14.785495,1.574246,1.574246,64.930867
5.396044,0.543180,12.879031,1.345032,1.345032,47.779653
6.322600,0.528069,14.038703,1.099927,1.099927,57.764523
5.479474,0.525502,13.188931,0.956632,0.956632,53.859308
6.395262,0.590901,14.155844,1.474286,1.474286,54.188758
6.110865,0.600224,14.218014,1.652055,1.652055,51.820791
6.169409,0.475720,14.437573,1.217035,1.217035,48.626737
5.704378,0.438591,14.218080,1.344448,1.344448,42.800786
5.926054,0.417518,15.219236,1.457987,1.457987,48.669046
6.759923,0.495966,16.129977,1.779766,1.779766,54.466408
5.768686,0.374757,14.600079,1.751982,1.751982,52.313704
6.229252,0.421211,15.039737,1.521313,1.521313,52.854051
5.737353,0.368343,14.841625,1.436441,1.436441,53.666265
6.212026,0.463752,14.424105,1.516629,1.516629,51.480066
5.752309,0.450306,14.412534,2.106197,2.106197,50.690591
6.966649,0.579328,15.555497,2.889115,2.889115,78.346107
6.807181,0.577918,13.094315,2.777406,2.777406,57.337053
6.719510,0.611432,8.448358,0.866006,0.866006,37.472918
6.060764,0.477241,6.972010,0.698972,0.698972,25.167946
7.201588,0.585710,8.068036,0.421387,0.421387,29.782781
6.489347,0.533151,6.130262,0.414906,0.414906,23.222270
6.369450,0.478961,6.755217,0.338102,0.338102,23.935327
6.355575,0.627017,8.569974,0.445070,0.445070,29.305484
6.297320,0.797258,10.184393,0.375936,0.375936,31.555716
6.090355,0.629958,12.178947,0.927415,0.927415,37.543528
6.991033,0.526340,11.739386,0.476305,0.476305,35.280934
6.378277,0.686816,12.350664,0.759919,0.759919,43.051292
6.146793,0.568198,12.677050,0.768526,0.768526,38.993700
6.000357,0.564572,11.423106,1.170765,1.170765,37.187734
7.016811,0.661754,12.539035,1.075702,1.075702,42.913728
6.254689,0.651361,13.048567,0.922654,0.922654,41.828979
6.550582,0.513930,13.628656,0.772207,0.772207,42.162432
7.082176,0.528147,14.830671,1.066224,1.066224,46.298170
7.345434,0.435241,16.924709,0.899113,0.899113,50.188376
5.780302,0.395895,14.297795,0.811893,0.811893,39.162113
5.973698,0.328998,15.721627,1.190850,1.190850,47.281594
6.806453,0.306064,16.840268,1.268392,1.268392,49.328586
6.120178,0.275723,16.402084,1.176665,1.176665,52.482876
6.597066,0.463167,17.373705,1.157842,1.157842,60.243449
6.609366,0.409429,15.547452,1.162823,1.162823,50.783166
5.927735,0.368122,16.394811,1.599132,1.599132,51.320929
6.190591,0.454824,15.734368,0.997299,0.997299,52.875090
6.839541,0.465780,15.329192,1.053197,1.053197,51.143369
6.484432,0.512277,15.622527,0.960886,0.960886,54.899908
5.396419,0.464170,13.650026,0.754055,0.754055,45.807737
5.943115,0.586261,13.333041,0.890263,0.890263,46.197736
5.631897,0.679608,12.651571,0.837649,0.837649,42.542888
6.011240,0.636407,14.829435,1.113691,1.113691,49.704505
6.254131,0.510404,14.728263,1.003371,1.003371,49.988228
