#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.006373,3,1,0,2832
0.000880,4,1,0,3158
0.186335,5,1,0,3851
0.399245,6,1,0,4547
0.385913,7,1,0,5182
0.477768,8,1,0,5810
0.494334,9,1,0,6509
0.929144,10,1,0,7273
0.791239,11,1,0,7969
0.766367,12,1,0,8624
1.183243,13,1,0,9163
1.671432,14,1,0,9719
1.352392,15,1,0,10167
1.747609,15,1,0,10691
1.320496,15,2,0,10811
2.234300,15,3,0,10911
2.699193,13,6,0,10013
2.782806,13,7,0,10275
2.268421,13,8,0,10462
1.549702,13,9,0,10536
1.775738,14,9,0,11181
1.964266,13,11,0,10664
1.739119,12,13,0,10114
1.408518,13,13,0,10758
1.446352,13,14,0,10662
1.689876,14,14,0,11151
1.618008,15,14,0,11580
1.715432,14,16,0,10404
3.979857,13,17,0,10370
3.344481,12,14,0,9163
3.652914,13,14,0,9743
1.582422,11,17,0,9173
2.642968,10,15,0,8500
1.884527,11,15,0,9146
1.926931,10,17,0,8415
2.266629,11,17,0,9011
1.972189,12,17,0,9652
1.805483,13,17,0,10290
2.262624,14,17,0,10984
2.573228,14,13,0,11145
2.270353,15,13,0,11837
4.545787,16,13,0,12515
3.358615,18,17,0,13769
5.377520,18,13,0,13840
3.053862,19,13,0,14254
5.937826,20,13,0,14656
8.159631,19,15,0,14584
2.887123,18,13,0,14023
4.213503,19,13,0,14558
5.055993,13,15,0,11063
6.172276,17,17,0,13441
4.297802,19,16,0,14414
3.705404,12,16,0,9625
2.757131,9,20,0,7717
1.937689,5,24,0,4129
1.741020,4,26,0,3856
0.580314,4,12,0,3777
0.222800,5,12,0,3897
0.879640,5,8,0,3475
0.526066,6,8,0,3791
0.396933,7,8,0,4392
0.284170,7,5,0,4524
0.444602,5,7,0,4145
0.720022,5,6,0,4218
0.393155,3,7,0,2873
0.434408,4,7,0,3189
0.379248,5,7,0,3699
0.365233,6,7,0,4167
0.314850,7,6,0,4776
0.380768,8,6,0,5410
0.439956,9,6,0,5933
0.708244,10,6,0,6544
0.511150,11,6,0,7230
0.651574,12,6,0,7857
1.048811,13,6,0,8463
1.204010,13,7,0,9064
1.175719,14,7,0,9822
1.093918,15,7,0,10566
1.241355,16,7,0,11341
4.505349,17,7,0,12189
2.754254,17,8,0,12659
3.099968,18,8,0,13243
4.255567,19,8,0,13764
3.574283,20,8,0,14260
2.417367,20,8,0,14384
1.944985,18,10,0,13729
3.439375,20,10,0,14519
3.437127,20,10,0,14302
2.706781,17,14,0,12849
3.634100,16,16,0,11781
2.044177,21,12,0,14631
1.733919,17,17,0,12280
3.711527,16,15,0,11480
1.982601,18,14,0,12616
2.061537,17,16,0,11474
3.700660,18,16,0,11803
4.758383,19,16,0,12155
3.010406,16,20,0,9898
3.001992,19,18,0,12963
1.818456,19,19,0,11572
3.214034,19,20,0,11353
4.821392,20,20,0,11777
4.414245,20,21,0,12011
4.678321,20,21,0,10649
2.514584,20,22,0,10483
2.504509,21,22,0,10928
2.195337,22,22,0,11325
2.224801,23,22,0,11766
3.531477,22,24,0,11347
3.183213,24,23,0,12078
2.506887,23,25,0,11908
3.666072,20,27,0,10471
3.628357,23,25,0,12446
1.284877,22,27,0,11530
5.148076,17,29,0,10425
2.090814,16,26,0,9487
1.222965,18,28,0,10338
1.243331,14,28,0,8843
1.354704,12,24,0,8455
1.692580,11,26,0,7548
1.308457,12,26,0,7980
1.063174,12,27,0,7916
1.328769,13,27,0,8566
1.234049,14,27,0,9256
1.374853,15,27,0,9864
1.583421,16,27,0,10468
1.336466,17,27,0,11147
1.399616,18,27,0,11654
1.396859,18,28,0,11579
2.531302,19,28,0,12063
2.793240,19,29,0,12052
10.391702,19,30,0,12046
1.920872,20,30,0,12559
1.696249,16,14,0,11257
8.968825,16,15,0,11800
2.449871,14,13,0,10321
1.751007,14,14,0,10257
1.759421,12,17,0,8873
2.299003,13,17,0,9309
1.429611,14,17,0,9805
1.968433,12,20,0,8825
1.598380,15,18,0,10554
1.694761,12,22,0,9117
2.157656,14,21,0,10192
2.177404,14,22,0,10339
2.977143,15,22,0,10856
3.260313,14,24,0,11080
12.818863,15,24,0,11440
2.396850,15,24,0,10303
2.681714,12,27,0,8927
3.055035,12,20,0,8779
1.870989,9,24,0,6836
1.491545,8,26,0,5866
1.206648,6,20,0,4627
1.069557,5,20,0,3993
0.580152,5,20,0,4026
0.594764,6,20,0,4595
0.578751,7,21,0,5221
0.732929,8,20,0,5847
0.857048,9,20,0,6482
1.094450,10,20,0,7099
1.647624,11,20,0,7584
1.555803,12,20,0,8068
2.016146,13,20,0,8626
1.887643,14,20,0,9257
1.202088,15,20,0,9932
1.545979,16,20,0,10476
2.397706,16,12,0,10684
2.425162,17,12,0,11232
1.975599,18,12,0,11868
2.625045,18,7,0,12123
4.595846,19,7,0,12672
5.167584,20,7,0,13392
3.681379,22,12,0,14257
7.560752,22,7,0,14481
10.165713,23,7,0,15032
7.669651,22,6,0,14794
3.295053,23,6,0,15239
3.894518,21,7,0,14177
3.287421,20,9,0,13626
6.890593,21,9,0,14010
6.042914,22,9,0,14252
3.464779,23,9,0,14439
3.519047,23,10,0,14204
5.955988,25,9,0,14871
3.353568,26,9,0,15266
6.182849,15,21,0,10310
3.505564,13,24,0,7932
2.052320,15,23,0,9152
1.384319,14,25,0,8621
1.707604,13,27,0,7711
2.407010,18,23,0,10198
1.357701,14,28,0,8149
2.251388,14,29,0,8284
1.624457,15,29,0,8755
2.540628,16,29,0,9231
2.531965,16,30,0,9591
2.564001,16,31,0,8751
1.467142,16,32,0,9075
1.378620,16,33,0,8848
1.704749,17,33,0,9191
1.356550,18,33,0,9690
1.570676,19,33,0,10099
1.229804,20,33,0,10541
1.549810,20,34,0,10529
1.589739,21,34,0,10986
2.385168,21,35,0,11094
2.328673,22,35,0,12163
2.819935,22,36,0,11902
4.290181,21,38,0,11487
3.049173,25,35,0,12711
1.656298,23,38,0,12265
3.264369,25,37,0,13069
2.434085,25,38,0,12979
14.322642,26,38,0,13403
15.119702,27,38,0,13830
3.812164,27,39,0,13816
2.418344,25,42,0,13395
3.525594,26,42,0,13672
2.485772,26,43,0,13440
3.394462,28,42,0,14187
3.938484,25,46,0,12891
2.208528,20,48,0,10995
5.234001,19,50,0,10685
4.113388,18,52,0,10691
2.625207,18,53,0,11046
1.668543,16,50,0,9593
2.832713,12,29,0,7942
1.896761,13,29,0,8484
0.899529,14,29,0,9006
1.505040,15,29,0,9507
2.486781,15,27,0,9386
1.878089,16,27,0,9857
1.849939,17,27,0,10374
2.390086,18,27,0,10814
1.940230,19,27,0,11252
3.521229,20,27,0,11726
3.104365,21,27,0,12202
4.368182,22,27,0,12660
15.211932,23,27,0,13141
2.401441,24,27,0,13663
6.560230,25,27,0,14229
13.606998,26,27,0,14697
11.625408,27,27,0,15091
17.185503,28,27,0,15522
3.632755,29,27,0,15972
2.777075,30,27,0,16420
3.549065,31,27,0,16872
2.448915,32,27,0,17194
5.369595,33,27,0,17648
5.939291,34,27,0,18121
3.127868,35,27,0,18541
3.729960,36,27,0,18904
2.214141,35,29,0,19001
2.217745,35,20,0,19236
3.585531,35,27,0,18889
2.179954,29,19,0,16825
2.281350,30,19,0,17225
4.557990,26,23,0,15476
4.577358,21,28,0,13049
4.742729,20,29,0,12469
3.864663,22,29,0,13272
15.867636,20,31,0,12470
5.358760,19,33,0,12493
3.870830,20,33,0,13132
4.472675,18,35,0,12098
6.201641,13,37,0,8883
3.265102,14,37,0,9402
1.841374,13,35,0,8944
2.539564,14,35,0,9465
2.318349,14,36,0,9523
1.993229,15,36,0,10019
2.083487,16,35,0,10496
2.663746,17,35,0,10900
2.373129,18,35,0,11327
1.632654,19,35,0,11824
5.132953,20,35,0,12299
4.670589,21,35,0,12691
6.226708,22,35,0,13088
7.697107,23,35,0,13479
6.450442,24,35,0,13910
7.223918,25,35,0,14329
4.847903,26,35,0,14736
4.326429,27,35,0,15121
4.592317,28,35,0,15515
6.144061,29,35,0,15811
4.086682,30,35,0,16140
5.718597,30,36,0,16158
2.822767,30,37,0,16117
3.372207,28,39,0,15699
4.722037,27,41,0,15029
5.333378,22,24,0,13467
2.210254,25,40,0,14169
9.625730,15,26,0,9256
4.915906,15,27,0,9722
2.232271,14,29,0,8737
2.100672,15,29,0,9203
1.600867,15,29,0,9055
2.116511,16,29,0,9379
2.058648,17,29,0,9726
7.222422,18,28,0,10198
4.583556,18,29,0,10149
4.676462,20,28,0,11043
4.066934,20,27,0,11082
3.753257,21,27,0,11602
7.273543,22,27,0,11957
8.240183,23,27,0,12316
4.707783,24,27,0,12753
14.977824,25,27,0,13205
20.163744,26,27,0,13628
18.970068,27,27,0,13965
16.213209,27,28,0,13812
10.699401,27,29,0,13961
3.046805,28,29,0,14281
2.943434,28,30,0,14276
6.536683,28,31,0,14312
5.430367,28,32,0,14368
7.544131,28,33,0,14670
4.455270,26,33,0,13481
6.327334,23,35,0,12338
3.409629,16,35,0,9061
7.227458,17,34,0,9443
2.343969,18,42,0,12133
1.497082,13,28,0,8247
