#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.012810,3,1,0,3943
0.002275,4,1,0,5030
0.827411,5,1,0,6168
0.774612,6,1,0,7092
1.039182,7,1,0,7827
1.581219,8,1,0,8602
1.487300,9,1,0,9154
1.859184,10,1,0,9809
3.874438,11,1,0,10462
4.418444,12,1,0,11227
3.170443,13,1,0,11929
3.073392,14,1,0,12432
3.376579,15,1,0,13035
2.861196,16,1,0,13499
3.439417,17,1,0,14114
2.923952,18,1,0,14755
3.628637,19,1,0,15386
4.227675,20,1,0,16023
4.763168,21,1,0,16716
3.343546,22,1,0,17230
7.088235,23,1,0,17913
5.703459,24,1,0,18453
6.102142,25,1,0,18927
8.202226,26,1,0,19361
6.038096,23,4,0,17899
4.195268,26,2,0,20458
4.335564,25,4,0,19112
3.930252,28,2,0,21451
4.102929,27,4,0,20138
6.385849,28,4,0,20654
6.452042,29,4,0,21216
5.865932,28,6,0,20000
11.151178,28,7,0,19873
7.093035,28,8,0,19832
14.384086,28,9,0,19721
7.221616,24,14,0,17794
6.590741,26,13,0,19281
4.092520,27,13,0,19769
5.128243,26,15,0,18506
7.046736,21,21,0,15777
3.906281,22,21,0,16338
5.292082,22,22,0,16383
3.096620,22,23,0,16354
4.756079,22,24,0,16335
5.360051,22,25,0,16711
7.002673,20,28,0,15048
7.547158,22,27,0,16515
9.176108,19,31,0,14489
6.107563,20,31,0,15008
4.301401,21,31,0,15526
5.050947,19,34,0,15020
6.106050,21,33,0,16306
4.147754,18,37,0,14287
3.291526,19,37,0,14712
5.304912,20,37,0,15201
8.800551,19,39,0,14440
9.457704,20,39,0,15035
7.178110,22,38,0,16198
7.944067,20,41,0,14832
6.155828,20,42,0,15048
3.864123,20,39,0,15109
5.034781,21,39,0,15695
7.727902,22,39,0,16399
4.372903,23,39,0,17001
5.436192,20,40,0,15136
5.037980,20,41,0,15101
3.030000,22,40,0,16253
4.264875,20,43,0,15336
7.220976,18,46,0,14951
3.163638,20,45,0,15203
4.078969,20,31,0,14201
5.250839,21,31,0,14737
7.328519,22,31,0,15388
5.523032,18,36,0,13618
4.507473,19,36,0,14266
4.443973,17,25,0,13223
6.944456,17,26,0,13080
4.747949,17,27,0,12903
4.671303,18,27,0,13368
4.427433,14,30,0,10599
4.033969,11,33,0,9279
2.259282,12,33,0,9678
4.387525,13,33,0,10022
2.083749,12,33,0,9727
2.979840,10,35,0,7856
2.830039,10,27,0,7461
1.646282,10,28,0,7387
1.417151,9,22,0,6831
2.346451,10,22,0,7319
2.392889,9,23,0,6521
5.093216,10,23,0,6920
3.632350,11,23,0,7164
1.487363,12,23,0,7493
1.757584,13,23,0,7793
1.984873,14,23,0,8069
1.470496,15,23,0,8439
2.632259,16,23,0,8945
4.746753,17,23,0,9607
5.631945,18,23,0,10326
1.896022,19,23,0,11092
4.794758,20,23,0,11634
5.555345,21,23,0,12085
2.219007,21,23,0,12055
3.362920,23,23,0,13115
4.189083,23,23,0,12975
2.912822,24,23,0,13625
4.676800,24,24,0,14096
3.310105,25,24,0,14776
5.346271,26,24,0,15197
2.385599,27,24,0,15655
5.970877,28,24,0,16179
3.530657,29,24,0,16677
3.276419,30,24,0,17405
7.080076,31,24,0,17969
9.599546,32,24,0,18548
6.654202,33,24,0,19035
14.836260,34,24,0,19573
4.834265,32,21,0,18851
11.228023,32,22,0,19408
6.275697,31,24,0,19630
8.796021,32,24,0,20104
5.008712,30,22,0,18759
10.574858,31,22,0,19271
8.450537,32,22,0,19790
3.433360,32,23,0,19990
2.367917,34,22,0,20892
9.320130,33,24,0,20571
4.694074,34,24,0,21139
9.676637,33,26,0,21085
7.181171,34,26,0,21576
2.394464,33,26,0,21242
8.389872,31,29,0,21333
9.939019,27,26,0,19089
3.172043,26,28,0,18026
11.183907,21,34,0,15601
9.830372,20,36,0,15630
2.549686,18,36,0,14208
3.844308,21,34,0,15940
4.497664,18,38,0,14219
4.385313,20,37,0,15356
3.386050,21,37,0,15875
8.623038,19,40,0,14891
3.471240,15,34,0,12131
4.865120,19,42,0,14855
4.412068,17,34,0,13002
2.496247,16,35,0,12560
4.693981,16,30,0,11914
6.224198,14,23,0,10485
4.086327,14,22,0,10371
2.115987,15,22,0,10977
3.961998,12,24,0,9507
2.791602,13,24,0,10062
4.668574,14,24,0,10709
2.328406,15,24,0,11324
2.164535,16,24,0,11991
19.864138,17,24,0,12684
3.396792,18,24,0,13370
3.309287,17,25,0,13047
2.541588,18,25,0,13631
8.373346,19,25,0,14200
12.558435,20,25,0,14624
3.347013,17,26,0,13533
5.710238,18,26,0,14140
7.830852,18,26,0,14536
3.542619,17,24,0,13953
3.251275,18,24,0,14401
2.783159,18,17,0,13926
4.438084,17,19,0,13487
2.938160,18,19,0,13950
2.755633,15,22,0,12074
6.141322,13,23,0,10869
8.853156,13,24,0,10350
7.942996,13,25,0,10137
4.136374,14,25,0,10252
3.541734,15,25,0,10836
3.235551,15,26,0,10801
5.155874,16,26,0,11332
4.444997,16,27,0,11981
6.200010,18,26,0,12785
4.782061,15,30,0,11685
11.308661,16,30,0,12338
4.537183,16,30,0,12042
8.391749,17,30,0,12698
2.821445,17,29,0,12577
4.670473,16,31,0,11924
4.969441,16,32,0,12047
7.881570,16,29,0,12209
5.397211,17,29,0,12799
5.604818,17,27,0,12909
4.604795,17,25,0,13118
6.817097,18,25,0,13720
4.482786,19,25,0,14339
8.456008,19,26,0,14488
3.189916,18,28,0,14766
6.408112,13,23,0,10684
5.297891,14,23,0,11217
4.693588,15,23,0,11834
2.532870,15,24,0,11975
5.337975,15,25,0,11964
13.874349,15,26,0,11763
2.507342,15,25,0,11699
4.916269,17,26,0,13664
5.432847,16,26,0,12409
3.198935,17,26,0,12984
7.700782,18,26,0,13565
4.859403,19,26,0,14139
18.236651,21,25,0,15402
23.860188,21,26,0,15293
3.520374,22,26,0,15977
3.115695,21,27,0,15719
3.867693,21,28,0,15600
5.890032,19,28,0,14658
7.395884,19,29,0,14736
8.592537,17,32,0,13678
3.678950,17,33,0,13665
6.561866,18,33,0,14247
8.885950,18,34,0,14270
3.542369,16,33,0,12888
20.357914,19,35,0,15302
5.839637,19,32,0,14474
3.999618,17,35,0,13761
6.045645,17,32,0,14070
12.389647,18,32,0,14703
9.120056,15,31,0,13429
8.954710,16,27,0,13149
7.941634,16,28,0,13000
7.982686,15,30,0,12268
3.610113,16,30,0,12838
9.643932,17,30,0,13399
17.702290,17,24,0,13272
11.120591,13,27,0,11373
5.935767,10,25,0,9296
16.929818,11,25,0,9744
3.948284,12,25,0,10311
3.918068,13,25,0,10810
12.380990,14,25,0,11423
7.962039,15,25,0,12126
5.810399,14,27,0,11529
9.961871,15,27,0,11973
8.847994,14,24,0,10809
9.625240,13,22,0,10199
3.434262,16,24,0,11843
6.261055,11,21,0,8469
6.959899,13,20,0,9453
1.842715,13,21,0,9381
7.804178,13,22,0,9819
5.850797,10,26,0,7677
3.808512,9,28,0,7144
4.916855,10,28,0,7590
4.464738,11,28,0,8018
2.956278,11,29,0,7939
5.594014,12,29,0,8345
6.948662,12,30,0,8166
21.150081,12,22,0,8122
5.961674,13,22,0,8433
8.920536,15,30,0,9261
6.135902,15,22,0,9381
4.469625,15,23,0,9832
6.272200,13,24,0,8471
2.153031,14,24,0,9007
5.951465,13,24,0,8930
5.721934,13,24,0,8556
6.327699,12,17,0,8262
5.701192,14,24,0,9417
3.247842,13,17,0,8982
7.549253,15,17,0,9763
3.869939,10,19,0,7739
5.692877,11,19,0,8360
21.187919,10,20,0,8082
2.404811,11,20,0,8550
2.131039,12,20,0,9151
3.542732,13,20,0,9688
21.639869,12,22,0,9196
6.533009,13,22,0,9594
2.732380,14,22,0,10062
1.569859,15,22,0,10648
1.738750,15,23,0,10586
3.832809,16,23,0,11099
2.158630,16,24,0,11679
3.603367,16,25,0,11361
2.176921,13,22,0,9734
5.194889,14,23,0,10445
4.283185,13,19,0,9876
17.145206,13,22,0,9651
5.086686,13,21,0,9303
2.119847,13,22,0,9273
1.856295,14,22,0,9925
3.256702,13,24,0,9487
18.823320,11,26,0,8287
1.782296,10,28,0,7969
1.157756,11,28,0,8583
12.851477,11,29,0,8591
5.494382,10,29,0,8116
7.355603,11,29,0,8815
2.364823,10,31,0,8548
10.234399,10,27,0,8771
2.838734,10,25,0,8947
4.916380,10,26,0,9025
22.735395,11,26,0,9660
4.117608,11,27,0,9705
4.942613,11,22,0,9959
8.734072,11,22,0,10054
4.454795,11,23,0,10464
5.340005,9,12,0,8211
5.113078,11,17,0,9511
4.761640,10,13,0,8383
7.118722,11,13,0,8756
3.202565,10,13,0,8199
6.782438,11,13,0,8925
2.461725,11,12,0,8787
4.538115,11,12,0,8676
3.272482,12,12,0,9234
4.876499,12,13,0,9152
7.233105,13,13,0,9844
2.193420,13,13,0,9863
2.107177,13,14,0,10062
2.694411,11,15,0,9547
6.182136,12,15,0,10121
17.066642,12,14,0,10029
23.162516,13,14,0,10383
4.229133,13,14,0,10255
7.030116,12,14,0,9645
18.269351,12,15,0,9679
6.652033,10,15,0,8652
22.822610,9,14,0,8130
3.460898,8,14,0,7388
4.977713,9,14,0,8059
2.068253,9,14,0,8327
4.167495,9,15,0,8545
2.009986,9,16,0,8599
18.857332,7,13,0,6858
3.898353,8,13,0,7280
19.345476,7,13,0,6395
2.254013,11,16,0,8535
4.934883,9,13,0,7060
23.894784,10,13,0,7385
1.969356,11,13,0,7798
7.668361,10,13,0,6744
2.649025,12,14,0,7939
4.604079,11,14,0,7159
6.200343,12,14,0,7647
3.341497,11,16,0,7400
2.957011,11,17,0,7780
1.355971,11,18,0,7963
4.483397,11,18,0,8234
4.377885,10,20,0,8151
4.499409,11,20,0,8710
2.076918,11,21,0,8785
4.463777,11,22,0,9261
3.515148,10,24,0,8545
20.914060,10,25,0,8441
2.894435,9,24,0,7734
6.889887,9,25,0,7598
6.304248,8,18,0,6963
4.314618,9,18,0,7413
5.931268,10,18,0,7821
7.595773,10,18,0,7739
6.026989,10,19,0,7790
8.181399,10,20,0,7806
2.956256,11,20,0,8402
4.607034,12,20,0,8906
6.843537,13,20,0,9448
5.805173,13,21,0,9416
3.293866,13,22,0,9439
8.235461,12,20,0,9072
17.124174,13,20,0,9752
3.624871,13,21,0,9880
4.540779,14,21,0,10388
3.540137,14,22,0,10554
5.222746,13,24,0,10311
22.724993,13,22,0,10124
21.555508,13,23,0,10142
2.386091,13,24,0,10181
2.280845,12,26,0,9624
2.904535,12,27,0,9701
2.936128,12,21,0,9522
5.355974,11,22,0,8858
6.771679,13,22,0,9948
7.653392,12,23,0,9425
6.151319,12,19,0,9155
2.864257,12,20,0,8857
6.550814,12,21,0,8927
7.468796,13,21,0,9446
22.838976,12,23,0,8985
3.771295,11,25,0,8624
2.457019,11,26,0,8604
22.079077,11,27,0,8735
3.942250,10,29,0,8499
3.292675,10,29,0,8730
4.921658,9,18,0,8632
2.563335,10,18,0,9360
8.259001,11,18,0,9925
3.702614,11,18,0,9878
5.045189,10,14,0,9256
