#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
10.009328,0.077979,0.644901,0.006793,0.006793,10.745152
0.889167,0.104860,2.042657,0.001042,0.001042,3.039650
8.663532,0.514762,3.501271,0.392659,0.392659,28.506865
8.162936,0.376689,4.113489,0.513119,0.513119,31.870394
9.575692,0.566982,5.027112,0.852687,0.852687,37.924785
9.060040,0.845965,7.100641,1.766642,1.766642,46.678575
8.809122,0.628640,7.504873,2.524784,2.524784,94.994770
9.267116,0.600968,8.695153,1.481578,1.481578,66.787960
8.570967,0.842304,10.202421,2.140109,2.140109,68.245674
7.262671,0.659113,8.745589,1.522526,1.522526,55.076701
9.169707,0.765005,14.556607,1.662534,1.662534,73.268430
8.313336,0.709749,11.759548,1.896363,1.896363,70.286798
9.554493,0.842143,11.787933,1.899429,1.899429,68.064741
9.030700,0.837795,10.963983,3.819945,3.819945,97.517671
7.444948,0.732132,10.906076,2.281983,2.281983,80.515974
8.902115,0.817332,12.083008,2.486099,2.486099,107.067649
7.669980,0.744126,12.363290,2.776981,2.776981,122.348399
8.765491,0.772177,14.341484,3.061229,3.061229,128.831640
8.758179,0.768581,13.506027,3.057504,3.057504,134.714690
7.854988,0.774352,13.136895,2.775750,2.775750,121.621696
7.788273,0.771617,13.711466,2.773696,2.773696,103.737370
7.402886,0.760366,12.831646,5.169769,5.169769,138.731970
8.779773,1.130205,19.405696,3.102338,3.102338,139.455936
8.073961,0.968855,14.930090,3.487757,3.487757,141.450584
8.081384,0.818977,15.175188,2.920569,2.920569,136.528191
6.968446,0.798738,13.476611,3.137134,3.137134,112.359398
9.497368,0.982069,16.134788,4.743528,4.743528,156.542976
11.119119,0.999433,21.694980,3.909764,3.909764,162.295849
10.217735,0.815531,17.175075,4.239956,4.239956,148.408584
10.455986,0.789521,19.030396,3.120944,3.120944,152.397564
8.845210,0.639344,15.661649,3.196760,3.196760,137.425202
7.647591,0.805302,14.738144,4.415242,4.415242,130.495452
9.060867,0.598826,14.783823,8.421846,8.421846,136.805220
8.335781,0.602664,14.611016,3.583071,3.583071,86.773088
8.088590,0.553250,14.107977,6.667148,6.667148,99.620178
8.829891,0.891547,13.586659,4.068201,4.068201,136.021269
8.983718,0.605038,15.777235,4.722054,4.722054,115.907800
7.812940,0.624267,12.178647,2.772442,2.772442,68.043692
7.155432,0.559096,10.244449,1.312604,1.312604,54.347061
7.092033,0.555240,9.026300,1.694563,1.694563,46.389282
6.988493,0.582671,10.498954,1.655631,1.655631,54.018078
7.789338,0.579405,11.505051,2.412325,2.412325,58.886448
7.266586,0.672617,14.518681,2.153925,2.153925,67.692438
7.622469,0.585338,11.990797,3.212480,3.212480,70.119686
8.085002,0.753400,13.462551,2.456895,2.456895,86.559166
7.304826,0.560050,12.843648,2.861018,2.861018,91.108215
7.423809,0.604034,13.028761,3.354583,3.354583,89.751713
7.723835,0.638370,12.962839,3.682359,3.682359,96.327326
7.438810,0.682895,12.616137,5.416325,5.416325,99.501455
6.773689,0.504304,12.372019,2.599779,2.599779,72.065679
9.739427,0.566253,16.209025,6.336492,6.336492,132.135786
10.499757,0.693496,18.344202,6.511669,6.511669,148.099471
8.888964,0.681834,22.037132,5.277170,5.277170,148.573514
9.121569,0.498102,15.788896,3.045353,3.045353,134.033024
8.509241,0.491099,14.978777,3.714372,3.714372,135.417805
8.875981,0.644332,14.604497,2.925714,2.925714,139.350824
7.497758,0.722922,13.741426,2.920946,2.920946,134.709660
9.989320,0.880775,16.603319,4.634964,4.634964,173.700656
15.402276,1.729898,18.483991,3.813213,3.813213,158.283144
8.786624,0.837963,13.645717,4.159475,4.159475,133.761647
8.623052,0.869362,14.030717,4.232736,4.232736,149.125650
9.074058,0.905823,15.215033,4.957152,4.957152,159.121158
7.550042,0.797685,12.992504,3.657457,3.657457,141.687148
8.356123,0.806753,13.456840,4.870145,4.870145,133.277440
6.993353,0.815795,13.532343,6.430785,6.430785,157.541343
8.953687,0.887582,13.673120,4.198095,4.198095,165.504744
9.239711,0.910836,14.199319,6.535166,6.535166,171.743987
9.240934,0.932267,14.350007,4.896650,4.896650,150.134221
8.105011,0.834050,13.875288,8.547158,8.547158,173.128832
8.241380,1.030753,14.412715,3.460079,3.460079,135.713268
8.323537,1.051423,14.176282,4.821961,4.821961,159.210541
9.134895,1.015666,16.554840,7.550011,7.550011,175.922387
9.062681,0.962896,15.177282,3.804713,3.804713,172.350608
8.802619,1.185657,14.106033,3.288083,3.288083,130.009687
8.117437,1.827765,18.181658,4.604004,4.604004,130.936207
8.182818,0.840016,14.245752,2.466387,2.466387,149.029274
8.795540,1.127806,16.633678,4.315743,4.315743,121.323142
8.321302,0.928156,13.800835,3.118574,3.118574,135.993212
9.321569,0.962841,16.014278,6.769497,6.769497,103.572821
8.705610,0.979683,13.272535,3.134345,3.134345,87.764935
8.535039,1.220494,14.151900,6.173348,6.173348,123.393685
8.410892,0.925119,14.761556,4.946321,4.946321,102.973134
7.570012,0.876356,15.484960,2.890709,2.890709,121.574623
7.512423,1.316448,17.610361,2.740243,2.740243,121.956818
7.702005,0.833515,13.442648,5.025656,5.025656,126.010675
7.998752,0.800973,15.057458,10.816965,10.816965,143.791352
7.912220,0.937403,14.000960,3.102707,3.102707,132.040598
8.070070,0.909086,14.108316,4.798025,4.798025,142.698339
7.863981,0.766767,14.316099,7.956927,7.956927,151.622481
8.910679,0.684872,14.879426,5.038391,5.038391,143.221777
8.651952,0.767899,15.751691,3.556743,3.556743,163.512245
8.998234,0.647723,14.971749,6.828810,6.828810,137.437007
8.126421,0.650678,17.667965,3.168732,3.168732,129.907773
8.609243,0.651239,14.513789,3.347761,3.347761,139.009043
8.020955,0.779061,21.043476,7.188851,7.188851,162.679001
7.507605,0.722725,13.210453,9.264112,9.264112,155.324497
9.019823,0.891034,14.162263,12.325752,12.325752,166.629498
8.239370,0.945578,13.934458,3.520470,3.520470,158.443198
7.704390,0.845116,12.911396,3.426501,3.426501,146.997246
9.631507,1.238338,15.596469,5.050647,5.050647,143.954274
10.053351,0.982959,13.654065,4.757500,4.757500,102.842518
6.850407,1.024579,15.321514,4.648499,4.648499,125.544977
8.533531,1.006524,14.059815,5.091517,5.091517,138.843048
9.161240,1.283685,19.335282,3.690026,3.690026,121.497126
9.323438,1.096005,17.265746,3.385635,3.385635,136.580309
6.853788,1.200356,13.430755,4.231813,4.231813,86.870277
7.572362,1.026474,13.519315,12.418027,12.418027,98.821783
8.588206,1.065638,17.436077,2.309397,2.309397,103.690257
9.053152,1.017196,13.743522,3.759491,3.759491,90.370254
7.625977,1.425366,15.193030,3.401797,3.401797,130.239595
10.089509,1.003089,13.392109,3.008694,3.008694,143.861623
7.643842,1.039789,12.928903,4.454129,4.454129,125.196729
7.377276,1.032480,12.923507,4.235280,4.235280,125.275014
7.186569,0.927745,12.639716,6.000535,6.000535,97.042530
7.475465,1.145783,13.126379,5.496057,5.496057,110.932164
7.041650,1.006923,18.407016,2.714016,2.714016,122.127951
7.050035,0.905824,12.331985,2.442208,2.442208,116.256270
7.657251,1.027762,13.351111,4.135275,4.135275,105.265987
6.982936,0.859938,12.863401,4.494166,4.494166,107.283575
7.105972,0.923758,13.601362,4.664931,4.664931,91.731478
8.829435,0.859331,13.856676,3.842028,3.842028,106.814477
7.710848,0.853369,21.563166,8.548891,8.548891,133.496062
7.195125,0.837279,13.034780,3.982017,3.982017,123.095175
6.940017,0.839965,14.245833,4.310364,4.310364,131.529226
7.249308,1.013877,12.775003,4.904679,4.904679,110.063240
8.613246,0.907043,12.988374,4.641127,4.641127,82.039107
7.606894,1.041119,12.668664,3.515547,3.515547,100.541237
6.808968,0.787314,12.322553,2.806553,2.806553,70.322733
8.217706,0.900410,13.093849,3.393935,3.393935,109.807681
8.462502,1.109961,17.741450,4.743635,4.743635,87.203849
7.170972,0.929075,12.851175,5.330726,5.330726,96.912698
6.615834,0.858229,12.668090,7.290017,7.290017,67.877151
6.935853,1.049696,14.127209,1.736208,1.736208,65.390873
6.338634,0.920108,20.561844,2.395528,2.395528,71.761608
6.485906,0.751747,12.946865,2.353378,2.353378,67.126187
6.644119,0.681813,12.301201,2.674763,2.674763,64.813196
6.929628,0.708985,13.054280,1.872860,1.872860,66.537555
8.123165,0.633241,14.137541,2.600721,2.600721,75.619210
8.520606,0.698365,14.291926,5.352141,5.352141,89.227581
6.494489,0.762027,17.683809,4.681080,4.681080,110.226364
6.293138,0.740700,13.175290,3.558679,3.558679,84.652501
6.057052,0.661872,13.990762,7.216093,7.216093,95.759691
6.880048,0.829909,14.037561,11.089567,11.089567,106.491964
8.524553,0.549289,15.603364,4.453060,4.453060,99.803856
8.489242,0.368146,15.926977,4.521109,4.521109,109.724462
6.319780,0.380961,14.320439,3.159124,3.159124,130.532268
6.614528,0.411318,15.305922,2.808460,2.808460,124.441691
6.695512,0.410486,15.198098,4.910635,4.910635,106.777710
7.930949,0.496198,15.351733,10.751914,10.751914,113.583878
11.669138,0.490287,16.156334,5.214621,5.214621,150.928763
7.217480,0.566200,14.675745,3.792863,3.792863,133.669694
7.254790,0.516346,14.315614,5.438766,5.438766,151.186691
7.695734,0.532668,14.633054,3.981350,3.981350,141.657979
9.049607,0.565199,15.491270,3.807451,3.807451,148.625714
8.058462,0.549710,21.071845,3.502830,3.502830,156.380583
7.539520,0.542506,14.849400,5.051668,5.051668,151.222641
7.386217,0.637658,14.287988,5.250077,5.250077,150.991559
8.065235,0.599354,14.328278,3.326604,3.326604,152.917554
7.401197,0.527858,15.175867,4.376069,4.376069,156.637279
7.399835,0.714995,14.123858,10.674426,10.674426,170.444137
8.179424,0.862588,14.490851,5.327488,5.327488,174.597233
8.518983,1.340932,16.884985,3.116684,3.116684,182.587538
7.508524,0.899919,22.637826,8.637992,8.637992,146.627365
6.958151,0.859412,14.304005,5.189936,5.189936,140.555517
7.002438,0.811921,14.857596,4.163665,4.163665,121.373450
7.590274,1.026461,15.145396,4.392893,4.392893,144.062009
7.925756,0.893107,14.939332,11.592949,11.592949,113.651461
7.012859,0.928414,20.931571,3.645044,3.645044,109.833393
6.896385,0.853521,14.496476,5.952915,5.952915,112.256287
6.589021,0.957660,14.979292,4.223550,4.223550,103.373454
8.123002,1.106584,16.297221,4.191930,4.191930,91.875815
8.831298,0.755213,14.979683,4.582446,4.582446,108.007662
6.760187,0.964453,13.912794,1.986025,1.986025,102.623782
6.363671,0.756355,13.778992,9.768789,9.768789,93.677860
8.866290,0.742411,14.469924,3.928412,3.928412,74.413495
7.587257,0.795080,14.797312,2.696388,2.696388,76.812494
7.705211,0.709820,13.924779,1.513696,1.513696,65.470787
6.637126,0.715470,12.702402,1.839452,1.839452,69.965730
6.752755,0.826019,13.235551,1.121867,1.121867,55.505122
6.218217,0.945434,13.403158,1.902501,1.902501,73.149936
6.861912,0.802566,13.930045,1.731318,1.731318,59.635972
8.449872,0.716167,13.598563,1.983126,1.983126,63.902254
8.443309,0.979570,13.128676,4.463141,4.463141,75.984370
7.853015,0.771583,13.429404,1.940656,1.940656,63.040975
6.328234,0.931318,12.747511,2.796210,2.796210,70.918988
6.641925,1.073239,12.997180,1.703072,1.703072,105.451360
7.242864,1.082848,12.841486,2.144536,2.144536,68.975067
6.573033,0.942050,21.694914,2.729513,2.729513,83.941501
6.821488,0.774670,12.825426,3.245909,3.245909,94.698266
7.881996,1.032021,13.608304,7.881325,7.881325,116.247258
9.837831,0.812612,15.599538,4.079372,4.079372,120.459004
10.203099,1.431885,20.919040,3.120671,3.120671,140.556994
7.129825,0.833853,13.371855,8.886692,8.886692,113.018847
8.337458,0.799750,14.567156,12.682240,12.682240,132.550892
7.197185,0.831380,12.408952,3.544381,3.544381,126.369524
7.369041,1.018433,13.806965,7.730503,7.730503,122.916262
7.456195,0.806383,14.144712,7.772203,7.772203,140.147280
12.373358,0.675796,14.497378,8.937403,8.937403,147.700329
8.054986,0.788218,13.916040,3.483626,3.483626,144.520005
7.226452,0.762009,13.685706,5.264751,5.264751,147.944152
7.852018,0.974680,14.813849,4.908216,4.908216,168.969110
8.919381,1.025195,15.316758,6.685152,6.685152,180.509616
7.698475,0.816692,25.326828,7.629004,7.629004,218.614099
8.885827,1.074999,16.076633,14.986347,14.986347,202.007799
9.227584,0.917232,15.483310,21.375636,21.375636,216.786267
8.746044,1.119587,15.981654,6.439892,6.439892,195.121821
12.738922,0.904636,16.001787,11.478769,11.478769,226.902270
9.446260,0.935966,17.313056,11.053220,11.053220,217.193246
8.389765,1.256699,17.883859,4.295870,4.295870,226.241997
9.531664,1.400674,15.129742,6.094433,6.094433,208.742703
16.091038,0.901641,15.571313,4.857514,4.857514,243.822670
7.632351,0.947990,13.822169,4.103884,4.103884,218.072999
7.999322,0.895039,13.887162,8.907646,8.907646,237.831461
16.524253,1.096563,16.260588,4.768234,4.768234,250.795567
7.874810,0.938452,14.016912,4.632155,4.632155,235.086514
9.581948,0.870452,15.151038,14.789158,14.789158,256.843905
15.723582,0.790519,17.429299,11.935431,11.935431,245.309438
7.901148,0.704986,15.808978,4.963016,4.963016,249.956323
9.107841,0.914286,15.557388,4.820425,4.820425,200.069421
14.450064,0.659680,17.221224,4.317696,4.317696,232.828344
7.533747,0.843732,15.121833,3.308818,3.308818,156.445987
8.969280,0.888774,17.365673,15.550071,15.550071,241.610772
7.626647,0.900005,15.753183,4.967761,4.967761,246.841813
8.390556,0.870879,15.901735,4.268717,4.268717,150.676250
8.066270,0.926666,13.628267,4.123673,4.123673,216.954754
8.446993,0.930263,14.945385,2.471442,2.471442,141.470999
7.762957,0.770360,13.891809,4.623669,4.623669,128.453556
12.569256,0.736175,15.033004,14.948825,14.948825,140.819263
8.234106,0.824994,14.317597,4.957953,4.957953,133.586118
7.382803,0.927851,13.763622,3.779985,3.779985,133.502635
7.423560,0.851605,13.553993,4.726312,4.726312,132.898892
8.924756,1.180353,15.529533,14.775076,14.775076,176.681777
8.286389,0.877986,14.042187,10.706900,10.706900,114.591579
