#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
80.123733,0.081637,1.107451,0.035344,0.035344,81.400797
7.190634,0.118714,3.068286,0.002033,0.002033,10.382831
7.205975,0.512646,3.398170,0.666288,0.666288,25.755364
6.648336,0.425326,4.417695,0.276000,0.276000,23.818065
6.401397,0.357032,5.249290,0.540054,0.540054,27.907449
7.029653,0.395084,7.887324,1.047633,1.047633,41.098999
8.546282,0.527254,7.820117,0.652104,0.652104,38.233487
6.346569,0.319951,8.028844,0.998606,0.998606,42.305119
8.956019,0.325505,10.663891,1.636811,1.636811,61.556507
7.044042,0.445744,9.888777,1.855486,1.855486,47.190175
6.345791,0.449750,10.231540,1.392277,1.392277,47.618410
6.489926,0.505738,11.432486,1.274312,1.274312,54.630537
6.751474,0.506904,10.709107,1.864356,1.864356,57.261581
6.877301,0.528914,12.434921,2.223053,2.223053,68.031409
6.959375,0.447461,12.524731,2.253817,2.253817,72.953002
6.515532,0.502303,12.988443,2.618184,2.618184,76.249745
7.332073,0.535123,13.201083,2.595609,2.595609,78.624534
6.259912,0.607213,12.224666,4.200322,4.200322,101.255866
6.426236,0.606427,12.517245,4.160864,4.160864,99.922934
6.019854,0.635231,8.456350,0.700686,0.700686,38.641378
6.936563,0.784469,8.614769,0.879009,0.879009,39.751166
6.098797,0.757317,7.633428,0.427336,0.427336,30.627442
5.474789,0.646519,7.611067,0.644560,0.644560,31.850886
6.034450,0.702102,8.472019,0.618052,0.618052,35.410968
6.395060,0.589937,11.900791,0.841896,0.841896,43.054280
6.833654,0.715841,10.265064,0.947473,0.947473,37.790479
6.501440,0.691200,10.852299,0.729398,0.729398,40.800419
6.682086,0.873868,11.483901,0.878225,0.878225,44.436246
6.112008,0.735738,10.505141,1.344916,1.344916,44.953550
6.730534,0.734919,11.046830,1.125775,1.125775,48.293572
6.803637,0.655575,11.482311,1.295228,1.295228,51.070941
6.220648,0.642281,11.573203,1.167427,1.167427,51.593215
6.693629,0.578643,11.250789,1.806372,1.806372,53.357593
6.326734,0.629180,11.723699,1.105244,1.105244,52.893033
6.793205,0.568544,12.120306,1.827319,1.827319,62.567790
6.765796,0.557524,12.258382,1.541104,1.541104,61.881546
6.922505,0.550575,12.340328,2.890853,2.890853,71.735018
7.680468,0.615348,13.929239,3.352941,3.352941,92.255716
6.728919,0.615672,13.087986,3.580651,3.580651,84.309117
6.706978,0.609835,13.478102,4.621367,4.621367,91.779479
6.586232,0.603692,12.989631,3.027177,3.027177,82.408145
7.151717,0.581086,12.727957,2.337440,2.337440,80.944289
6.459132,0.748036,12.594431,2.253159,2.253159,77.522583
6.508805,0.671134,13.466415,4.466824,4.466824,100.638703
7.497372,0.758845,13.928445,2.595964,2.595964,96.464276
7.046001,0.747084,13.196783,3.708205,3.708205,91.520761
6.442987,0.773507,12.456898,1.936352,1.936352,77.651540
6.602883,0.717568,14.841236,6.137337,6.137337,106.056043
8.643794,1.027691,13.406596,2.117972,2.117972,76.833076
6.490680,0.872927,12.140955,1.903315,1.903315,54.118514
6.478713,0.822536,11.967622,1.450251,1.450251,51.709988
6.566292,0.989540,11.479612,1.119945,1.119945,43.853514
5.979304,0.919464,12.105857,0.967401,0.967401,46.493601
6.437830,0.902031,13.318583,1.331758,1.331758,49.642894
6.291075,0.900987,12.590771,1.242695,1.242695,47.853984
6.601726,0.967990,10.705313,1.292373,1.292373,44.148701
6.310343,0.960738,10.686524,1.031959,1.031959,41.663991
6.720626,0.866286,10.704125,1.211316,1.211316,42.934392
6.460128,0.989881,11.503237,1.021866,1.021866,43.075458
6.151899,0.869248,12.372505,1.205000,1.205000,45.988889
6.194113,0.846657,12.220979,1.243705,1.243705,46.313418
6.317165,0.850005,10.550989,1.686939,1.686939,45.901727
6.358203,0.868216,11.040368,1.196096,1.196096,42.498653
6.267614,0.736262,11.352566,1.450558,1.450558,48.794366
6.671450,0.817119,10.959333,0.993179,0.993179,40.813383
5.987086,0.770242,11.247369,0.790078,0.790078,42.769118
6.735809,0.777284,11.488458,1.277263,1.277263,45.904685
5.693757,0.942278,10.714926,1.091800,1.091800,42.032428
6.583466,0.725006,12.243988,3.023256,3.023256,58.150245
6.093007,0.718607,12.595006,1.430050,1.430050,49.174742
6.833729,0.819016,13.992145,2.724370,2.724370,64.448697
6.504397,0.615800,11.927619,0.955151,0.955151,48.160689
6.143584,0.794358,11.931793,1.534254,1.534254,50.594622
6.641133,0.724866,11.929818,1.007199,1.007199,49.074542
6.634060,0.723504,11.781983,1.945724,1.945724,58.174493
6.834613,0.803797,12.322126,1.825566,1.825566,60.688129
6.975868,0.720498,12.361535,1.929327,1.929327,61.600115
6.667949,0.811315,12.771171,1.584168,1.584168,58.321966
6.350361,0.724058,12.890419,1.226661,1.226661,56.102895
6.507971,0.868822,12.792534,1.214079,1.214079,54.360138
7.263253,0.743657,13.389723,2.201365,2.201365,67.022870
6.319808,0.630945,13.162513,1.768193,1.768193,57.995576
6.820279,0.635727,13.346941,1.990258,1.990258,59.608512
7.065251,0.845586,13.947655,2.480792,2.480792,72.660435
6.559910,0.675459,16.791659,3.272992,3.272992,77.253690
