#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
5.671743,0.028656,0.243176,0.005862,0.005862,5.955380
6.950608,0.063542,2.031583,0.001461,0.001461,9.049501
6.332897,0.260034,3.283748,0.116061,0.116061,16.700482
6.529761,0.232545,4.447342,0.325259,0.325259,22.015510
6.427121,0.220806,5.545438,0.243247,0.243247,22.653241
5.840206,0.213400,6.702089,0.518355,0.518355,24.174188
5.379920,0.234091,7.205121,0.282345,0.282345,25.124509
5.537170,0.281690,8.396249,0.397500,0.397500,28.743912
8.186136,0.307138,9.218426,0.562952,0.562952,38.198279
8.119646,0.520360,12.287618,0.419446,0.419446,37.731754
7.024096,0.323342,9.886476,0.353901,0.353901,34.059928
6.771713,0.326699,9.404270,0.497790,0.497790,31.123680
6.477139,0.297086,10.598667,0.630402,0.630402,33.466753
6.932104,0.302664,9.583510,0.837995,0.837995,30.516995
6.624999,0.269415,10.328657,0.716752,0.716752,31.369024
6.466267,0.289369,10.556861,0.718779,0.718779,33.302717
6.491671,0.284254,11.392585,0.782674,0.782674,32.670680
5.937621,0.277574,12.246156,1.865576,1.865576,40.208572
6.911138,0.318157,15.781814,1.324466,1.324466,44.548999
6.176271,0.274117,13.974976,1.080759,1.080759,39.329345
6.195462,0.237450,13.078629,0.940043,0.940043,37.797449
6.298280,0.305860,14.714369,0.970581,0.970581,45.322303
6.075900,0.233069,14.312920,1.562623,1.562623,51.185208
6.622991,0.294013,14.619123,1.459373,1.459373,60.539936
6.490963,0.280206,14.373257,1.127616,1.127616,52.403728
6.295028,0.246505,13.875063,1.704722,1.704722,57.244623
5.896061,0.471338,12.970992,1.130292,1.130292,49.501754
5.671618,0.328931,11.876539,0.845558,0.845558,42.810915
5.419801,0.250110,7.204867,0.742614,0.742614,30.766637
5.457858,0.292131,6.768459,0.646930,0.646930,29.619200
5.405387,0.322208,6.849786,0.396265,0.396265,31.014660
5.951724,0.311512,8.128085,0.506823,0.506823,34.295460
6.172927,0.381193,9.071535,0.489679,0.489679,39.301888
5.956592,0.325731,9.596211,0.687141,0.687141,37.675973
6.175638,0.371869,9.698625,0.458470,0.458470,37.227591
6.275158,0.378992,11.286317,0.557447,0.557447,39.052168
5.454795,0.320268,11.500528,0.629324,0.629324,37.669415
5.880836,0.344312,15.158525,4.137411,4.137411,82.413752
5.924040,0.337708,12.169138,0.805768,0.805768,47.403843
5.853729,0.342226,12.418924,0.794371,0.794371,48.771105
5.694928,0.375633,11.725472,1.029868,1.029868,52.122732
6.374763,0.497634,12.872091,1.255297,1.255297,60.669959
5.840772,0.447238,11.952020,1.155347,1.155347,56.407665
5.353983,0.465274,11.520759,1.088251,1.088251,43.920734
5.460126,0.446844,10.116179,1.103152,1.103152,36.742554
5.425376,0.458753,10.134356,1.154497,1.154497,36.884177
5.653951,0.511754,11.184512,1.280022,1.280022,36.683357
5.301208,0.434538,8.377795,1.131457,1.131457,26.774704
5.106024,0.470259,9.249403,1.133382,1.133382,28.805889
5.400498,0.448363,11.057092,1.128313,1.128313,31.586746
5.361648,0.430704,11.612106,1.168990,1.168990,32.826882
5.635219,0.504312,11.347183,0.843152,0.843152,33.210202
5.168547,0.402587,10.098204,0.402916,0.402916,28.090527
5.381265,0.378241,11.187309,0.403394,0.403394,30.976148
5.932589,0.329747,12.385629,0.557874,0.557874,35.150125
5.121345,0.274404,13.673073,0.570302,0.570302,36.229957
5.257224,0.290507,13.791223,0.746819,0.746819,37.746145
5.375856,0.287842,14.211283,1.311465,1.311465,46.582473
5.344593,0.316864,12.878345,1.876342,1.876342,43.770923
5.769797,0.382757,13.045266,1.005392,1.005392,43.675270
6.215069,0.443054,14.282158,1.294217,1.294217,56.892237
5.750477,0.432722,12.769736,2.125947,2.125947,51.656509
5.239683,0.439334,12.574664,0.933692,0.933692,42.003207
5.672341,0.358236,12.715391,0.983049,0.983049,43.836579
5.264461,0.271417,13.235201,1.140099,1.140099,48.063529
5.290306,0.363409,13.293657,1.020586,1.020586,46.152766
5.482381,0.320656,12.920489,0.964921,0.964921,42.544599
5.565365,0.340174,12.801625,1.203631,1.203631,41.089929
5.099583,0.363949,11.266367,1.137382,1.137382,37.882946
6.542031,0.394016,10.339546,1.343724,1.343724,37.094859
5.121534,0.392496,10.952129,1.071363,1.071363,35.059796
5.602651,0.452708,11.850863,1.429177,1.429177,38.697942
5.343610,0.616986,12.147423,1.478472,1.478472,40.296752
