#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
7.415843,0.036850,0.316522,0.009288,0.009288,7.785867
10.110583,0.114388,4.316043,0.002875,0.002875,14.548989
9.574200,0.299881,5.267444,0.154043,0.154043,27.580822
6.850747,0.235949,5.786577,0.253933,0.253933,26.322006
5.522219,0.187918,6.564181,0.238203,0.238203,23.417835
6.163810,0.217634,8.447065,0.420710,0.420710,32.559562
6.195480,0.250377,8.285167,0.321511,0.321511,30.004649
6.223343,0.303698,10.905413,0.636782,0.636782,41.515404
8.121304,0.430820,20.199240,0.709700,0.709700,59.752519
6.261906,0.406213,12.043429,0.939859,0.939859,50.764826
7.203398,0.367089,18.755452,1.286368,1.286368,79.967018
8.946399,0.541731,19.685642,0.985155,0.985155,73.542967
9.369084,0.391776,17.632815,1.154607,1.154607,78.137872
6.582390,0.375575,15.609194,1.114421,1.114421,69.657102
6.437491,0.321792,14.076117,1.086688,1.086688,57.697318
7.089561,0.313427,18.050761,2.504296,2.504296,81.120012
7.358393,0.356719,17.361319,1.821867,1.821867,80.561609
6.376454,0.306353,15.739152,1.480768,1.480768,74.358905
6.556377,0.263812,15.582905,2.610298,2.610298,83.013289
6.307514,0.301944,17.043694,1.464757,1.464757,81.425263
6.423504,0.340638,18.920526,2.005566,2.005566,90.920872
7.294401,0.419008,18.429656,2.056253,2.056253,87.834113
6.752810,0.483521,17.487078,1.868466,1.868466,79.550525
7.096275,0.453162,18.362157,2.309024,2.309024,90.411999
8.705827,0.720401,19.707484,2.730556,2.730556,118.097500
6.342270,0.427133,16.070792,3.347151,3.347151,70.757154
5.954111,0.377118,16.075301,2.401149,2.401149,79.290991
6.749164,0.439376,16.450465,4.012185,4.012185,86.490452
6.516295,0.295953,16.093796,2.638942,2.638942,85.840127
7.766349,0.339957,17.668688,3.298016,3.298016,104.448881
6.192394,0.268491,16.733123,5.323871,5.323871,102.527720
6.476875,0.294270,18.703613,2.720707,2.720707,110.061056
6.364932,0.269243,19.683658,6.841680,6.841680,125.101118
6.603266,0.341279,16.432592,3.330448,3.330448,89.394288
6.745827,0.377469,16.833785,4.212947,4.212947,107.152872
8.080016,0.432623,18.510796,3.773501,3.773501,131.882853
6.542150,0.405361,14.742355,3.305040,3.305040,86.540848
5.653138,0.425049,12.981013,1.408510,1.408510,58.690148
5.463367,0.487037,11.748457,1.475378,1.475378,56.169821
5.083905,0.465455,5.271632,0.446530,0.446530,23.124666
5.182176,0.405571,6.496664,0.345488,0.345488,21.691683
5.648309,0.373731,8.155159,0.306904,0.306904,25.921419
5.493194,0.385734,9.437700,0.375705,0.375705,27.902439
5.676603,0.320150,10.540278,0.408748,0.408748,29.405319
5.246584,0.314749,11.720083,0.394420,0.394420,31.756683
5.292912,0.248924,12.173166,0.446629,0.446629,33.864083
5.323851,0.289972,12.621799,0.840289,0.840289,38.084224
5.784368,0.334016,12.937009,0.963243,0.963243,42.732741
6.688904,0.377048,15.805202,3.108932,3.108932,49.528037
5.911069,0.345848,12.453789,0.917026,0.917026,41.866983
6.076273,0.425460,16.345736,1.653226,1.653226,76.644655
5.361914,0.405211,12.685751,1.393081,1.393081,52.818164
5.639772,0.448604,12.924936,1.528188,1.528188,60.683882
5.324723,0.390253,16.267537,1.572522,1.572522,63.029336
5.938440,0.377369,15.022848,1.149087,1.149087,60.288980
6.711502,0.371427,16.425718,1.112327,1.112327,59.501111
5.374127,0.305612,13.887147,1.036011,1.036011,56.743143
6.299919,0.359133,16.166315,1.269636,1.269636,60.467911
6.353842,0.329647,14.663916,1.067001,1.067001,56.728485
5.624193,0.364193,14.790677,1.466490,1.466490,55.246475
5.671243,0.380364,14.709382,1.499013,1.499013,57.695205
5.419854,0.297296,14.128056,1.244358,1.244358,46.803888
5.551645,0.302486,12.003963,1.585828,1.585828,37.033295
5.901180,0.414118,6.520098,0.653403,0.653403,22.514104
5.853019,0.463752,6.487276,0.574383,0.574383,20.173270
6.275783,0.721663,5.268797,0.297215,0.297215,19.094557
6.190841,0.528556,6.150634,0.336050,0.336050,23.272357
5.486320,0.544436,5.822470,0.341339,0.341339,22.053657
5.058737,0.418516,6.450586,0.369543,0.369543,22.362136
5.645894,0.458863,8.195987,0.446580,0.446580,27.190484
5.195848,0.376877,8.980229,0.395182,0.395182,27.793311
