#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.006949,3,1,0,3964
0.000862,4,1,0,4384
0.441257,5,1,0,5047
0.690914,6,1,0,5462
0.684877,7,1,0,5899
0.951280,8,1,0,6405
0.983979,9,1,0,6867
1.395412,10,1,0,7445
0.950289,11,1,0,7994
1.265454,12,1,0,8413
0.926233,13,1,0,8778
1.196921,13,2,0,9248
1.311278,13,3,0,9746
1.312131,14,3,0,10459
1.294703,13,4,0,9182
1.565404,12,6,0,8820
1.467293,13,6,0,9251
1.507754,12,8,0,8811
1.801883,10,11,0,7527
1.714613,10,12,0,7649
1.189323,9,14,0,7061
1.099475,9,15,0,6996
1.475422,10,15,0,7430
0.965736,10,16,0,7781
1.250576,10,17,0,7210
1.434295,9,19,0,6678
1.613422,9,19,0,6632
1.081969,9,19,0,6598
0.967973,10,19,0,6973
1.229352,11,19,0,7444
1.117881,10,21,0,7569
1.332760,10,22,0,7862
1.228709,10,23,0,8165
1.324466,10,19,0,6887
1.470830,10,20,0,6781
0.641708,10,21,0,7046
1.266005,11,18,0,7221
2.150644,10,19,0,6999
1.453150,12,18,0,7856
0.974524,13,18,0,8291
1.245484,14,18,0,8835
1.722694,15,18,0,9383
1.330574,16,18,0,10329
2.448107,15,20,0,10449
1.729088,16,20,0,11102
1.588987,17,20,0,11682
1.449517,17,21,0,11553
2.598477,16,23,0,11291
2.498326,17,23,0,11722
3.687144,18,23,0,12126
4.928651,16,22,0,11457
4.521570,19,24,0,12620
6.705647,18,22,0,12199
3.148826,18,19,0,12043
5.209617,16,22,0,11388
1.869509,16,23,0,11724
2.267933,17,23,0,12433
1.810135,13,28,0,11559
2.680753,11,31,0,8412
1.715195,11,32,0,8173
1.204857,11,25,0,8038
1.365377,10,27,0,7427
1.379179,11,27,0,7827
1.183753,11,28,0,7920
1.401207,11,29,0,7804
1.419690,11,30,0,7529
1.300539,12,30,0,7984
1.395614,12,25,0,8035
1.425342,13,25,0,8447
1.751907,13,16,0,8308
2.904141,11,15,0,7408
