#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.008151,3,1,0,3098
0.001183,4,1,0,4053
0.248221,5,1,0,4783
0.625791,6,1,0,5400
0.367042,7,1,0,6090
0.721003,8,1,0,6871
0.546163,9,1,0,7716
1.108068,9,1,0,8408
0.840813,10,1,0,9104
2.133091,10,2,0,9679
3.690709,11,2,0,10351
3.610508,10,4,0,9642
1.356990,11,4,0,10428
1.400056,12,4,0,11182
3.164780,13,4,0,11905
2.509094,14,4,0,12545
1.723066,15,4,0,13143
1.855271,15,5,0,13224
3.614238,16,5,0,13929
2.769672,16,6,0,13968
5.401635,16,7,0,13939
3.958496,16,8,0,13930
3.920161,17,8,0,14355
7.573265,17,8,0,14388
7.067235,18,8,0,14875
3.788071,18,9,0,15176
6.445582,18,10,0,14637
3.847558,20,9,0,15991
4.700567,20,10,0,15843
3.204626,21,10,0,16371
4.309283,21,11,0,16325
4.739314,22,11,0,16887
5.528484,23,11,0,17605
4.928618,24,11,0,18205
8.126540,25,11,0,18795
9.248164,26,11,0,19307
3.918156,23,13,0,17225
7.820026,23,13,0,17234
8.564383,25,13,0,18253
9.764718,25,13,0,18189
8.625993,25,14,0,18061
5.286997,25,15,0,18284
6.926904,26,15,0,18785
5.849571,25,17,0,17947
3.465906,20,21,0,14750
4.778311,18,24,0,13653
3.890975,17,24,0,13749
6.421081,17,25,0,13392
4.895943,18,25,0,13895
2.350110,19,25,0,14359
8.175566,20,25,0,14859
8.179259,20,26,0,15459
6.745131,16,29,0,12623
4.458759,14,32,0,11705
6.350421,12,34,0,10652
3.164584,13,34,0,11085
4.571446,11,27,0,9579
6.204118,10,29,0,9415
5.868055,9,29,0,8213
5.314150,9,30,0,7886
5.732618,9,28,0,7690
5.604195,9,29,0,7402
5.513340,10,29,0,7927
4.757752,11,29,0,8398
4.964051,12,29,0,8795
11.807916,12,30,0,8495
2.595582,13,30,0,8755
4.361361,14,30,0,8912
5.174843,14,27,0,8622
3.738134,14,27,0,8494
4.860335,15,27,0,8927
5.474053,16,27,0,9577
5.100168,17,27,0,10195
5.047538,16,29,0,10385
3.214040,15,12,0,9762
4.792226,14,14,0,9640
1.757975,13,16,0,9736
4.282218,13,16,0,9568
1.812813,13,16,0,9972
3.607642,14,16,0,10501
3.066287,13,18,0,10492
5.375206,14,18,0,10803
6.251548,12,20,0,9705
3.822405,12,21,0,9540
3.532457,11,19,0,8635
4.288393,13,19,0,9455
5.937637,10,21,0,8080
1.908117,11,21,0,8343
2.676775,11,22,0,8229
4.806039,10,24,0,6802
1.529875,10,25,0,7035
1.625719,9,22,0,6395
6.366539,10,22,0,6930
4.485592,10,23,0,7051
2.675691,11,23,0,7354
3.339012,12,23,0,7671
5.216664,12,23,0,7765
5.706992,12,24,0,8004
3.626364,13,24,0,8376
4.538450,12,20,0,7948
3.126121,14,19,0,8679
3.118591,13,17,0,8383
2.829808,14,17,0,8643
5.007764,14,18,0,8655
1.391174,15,18,0,9047
3.289323,15,14,0,9227
1.733625,16,14,0,10069
7.079534,14,17,0,9462
3.685501,14,18,0,9907
2.329749,12,16,0,9432
2.226887,12,16,0,9552
5.181535,12,17,0,8846
4.238373,12,18,0,8920
2.504027,13,18,0,9425
5.715778,12,20,0,9192
7.132529,12,21,0,9176
5.036670,13,21,0,9675
4.145838,12,22,0,9136
10.972918,12,18,0,9058
2.018849,12,19,0,9093
1.709879,13,19,0,9681
4.349337,13,17,0,9676
1.916341,13,17,0,9841
1.812805,17,18,0,11684
1.559479,17,19,0,11612
3.421361,16,17,0,11180
2.772444,16,18,0,11352
6.630442,17,18,0,11986
3.924225,18,18,0,12638
1.874104,18,18,0,12698
8.344722,19,18,0,13256
6.470190,15,23,0,11403
2.706479,14,25,0,10804
7.560119,14,26,0,10887
6.339960,15,26,0,11545
6.099806,15,27,0,11581
2.320692,15,26,0,11411
2.056103,16,26,0,11852
5.372761,15,28,0,11516
8.546705,16,28,0,12061
3.799178,17,28,0,12495
2.990234,17,29,0,12830
2.542112,16,27,0,11849
2.446032,16,28,0,11781
6.468553,15,30,0,11002
2.424433,13,30,0,9567
4.599058,14,30,0,10276
2.578188,15,30,0,10694
5.426150,16,30,0,11305
5.604804,17,30,0,11991
7.976628,17,31,0,12173
4.063725,17,32,0,12201
4.781627,18,32,0,12684
8.077495,19,32,0,13170
7.447992,20,32,0,13665
10.763799,21,32,0,14002
2.974718,22,32,0,14527
3.048833,22,33,0,15023
7.430783,19,37,0,14342
6.577591,23,34,0,16097
7.212991,20,31,0,13748
3.251654,19,25,0,13281
8.681753,11,28,0,9525
8.327151,10,30,0,9234
3.913081,10,31,0,9429
5.984553,9,32,0,8854
7.121885,10,32,0,9468
14.214193,10,33,0,9434
17.157883,9,33,0,8768
17.677419,10,33,0,9345
7.848883,11,33,0,9902
13.764244,10,22,0,8997
3.376475,11,22,0,9505
4.788763,12,22,0,10036
7.571207,13,22,0,10498
6.864012,13,23,0,10259
5.364648,13,24,0,10086
5.133703,14,24,0,10724
5.611130,15,24,0,11264
5.815569,16,24,0,11821
6.941508,16,25,0,11656
12.396866,17,25,0,12109
6.278284,17,26,0,12111
2.682849,15,19,0,10712
7.111054,12,22,0,9340
7.264554,12,19,0,9235
15.845243,13,19,0,9852
14.842600,9,24,0,8086
5.496114,10,24,0,8679
2.614487,8,25,0,7679
18.658940,8,24,0,7106
7.258684,9,24,0,7487
1.731738,10,24,0,7760
3.688620,10,24,0,7238
2.386753,9,22,0,6446
3.457907,10,22,0,7062
1.464031,11,22,0,7626
2.998457,10,24,0,7376
2.098469,9,26,0,7777
5.066517,9,27,0,7259
4.940440,9,28,0,7303
3.398269,9,29,0,7258
3.354119,9,30,0,7073
4.882416,9,31,0,7318
4.590910,7,30,0,6093
3.628645,7,21,0,6017
1.115801,7,20,0,6078
3.623882,8,20,0,6495
3.097160,7,13,0,5841
4.285787,8,13,0,6449
1.103190,8,11,0,6694
4.803297,8,12,0,6781
3.404974,8,12,0,7090
1.538440,9,12,0,7636
1.874942,10,12,0,8208
3.016871,10,13,0,8122
4.028865,12,12,0,9017
5.895806,11,12,0,8466
4.043333,12,12,0,8990
4.726060,13,12,0,9500
3.586944,14,12,0,9958
12.906508,14,11,0,10232
8.866876,15,11,0,10754
4.069300,16,11,0,11395
3.419981,17,11,0,11717
8.493454,17,9,0,11699
4.366757,18,9,0,12123
3.022497,16,12,0,12368
3.123407,16,12,0,11892
7.811699,14,15,0,10568
4.695841,13,17,0,10237
16.614594,12,19,0,9750
6.261669,11,21,0,10272
3.096293,10,19,0,9502
8.557896,11,19,0,10138
2.216908,12,19,0,10870
8.497466,12,20,0,11068
8.264241,13,19,0,11870
2.763860,14,19,0,12624
4.802611,14,20,0,12993
5.293268,15,20,0,13757
3.913285,16,20,0,14485
3.193693,17,20,0,15273
6.868244,17,21,0,15470
10.221823,18,21,0,16142
6.909572,19,21,0,16741
4.073897,19,22,0,16695
4.246926,19,23,0,16695
7.551665,20,23,0,17323
6.335082,17,27,0,15232
10.799141,18,27,0,15752
6.644382,19,27,0,16245
12.309144,20,27,0,16657
4.732400,17,31,0,15372
4.442784,17,31,0,14635
6.447412,13,33,0,10997
6.305404,11,30,0,9233
17.498652,11,31,0,8945
2.453604,12,31,0,9333
2.429327,12,25,0,8869
6.537472,13,25,0,9460
20.108937,13,23,0,9360
7.992715,14,23,0,10069
2.138819,13,25,0,9521
1.895930,12,27,0,9147
17.515970,13,27,0,9620
4.551277,11,19,0,8520
18.617398,11,20,0,9107
4.201876,12,20,0,9695
5.107909,12,18,0,9815
7.543802,9,19,0,8308
4.195534,10,19,0,8906
18.843124,9,21,0,8159
2.506318,10,21,0,8724
4.201408,10,20,0,8653
17.320547,11,20,0,9213
2.688772,9,21,0,7963
6.670465,9,20,0,7741
2.485544,8,22,0,6904
4.807377,8,23,0,6879
1.513443,9,23,0,7430
4.242032,6,22,0,5995
20.000572,9,25,0,7377
3.562047,8,22,0,6962
4.076186,7,21,0,6089
2.752745,8,21,0,6526
3.272883,8,22,0,6246
5.725799,7,24,0,5588
2.652836,8,24,0,6044
3.141220,7,13,0,5292
1.641659,6,14,0,4659
2.454291,7,14,0,5004
2.188703,6,16,0,4735
2.435267,6,17,0,4915
0.902290,7,17,0,5412
1.573354,7,18,0,5488
1.062940,8,18,0,6017
3.503033,8,13,0,6028
3.935296,9,13,0,6367
2.962387,10,13,0,6773
1.943744,9,15,0,6671
7.099282,10,15,0,7214
2.709659,11,15,0,7777
4.232588,10,17,0,7319
5.655419,11,17,0,7684
3.325591,11,18,0,7758
5.668678,10,13,0,7473
5.061046,9,13,0,7493
4.212878,8,15,0,7754
3.105448,4,16,0,5256
1.797965,3,11,0,4253
2.272161,4,11,0,4862
2.550721,5,11,0,5554
2.738593,5,7,0,5337
3.141209,4,3,0,5051
2.435858,5,3,0,5301
1.037940,6,3,0,5485
2.356146,6,4,0,5246
2.328204,7,4,0,5348
1.874660,7,4,0,5165
1.125836,8,4,0,5633
1.448087,6,6,0,5014
4.094754,6,7,0,5364
1.868423,6,8,0,5166
3.100761,6,9,0,5305
2.400590,7,9,0,5694
2.383599,8,9,0,6042
1.789883,9,9,0,6336
1.981592,9,10,0,6478
3.860184,10,10,0,7252
3.415507,11,10,0,7931
5.045848,12,10,0,8649
1.669667,12,11,0,8996
4.593826,12,11,0,8698
7.139233,13,11,0,9165
8.467883,14,11,0,9810
21.356371,14,12,0,10056
22.134806,15,12,0,10483
5.086438,13,15,0,10491
5.518434,14,15,0,10844
18.983634,13,17,0,11067
22.130358,9,20,0,9087
5.719503,9,19,0,9200
4.498602,7,22,0,7901
2.942171,8,22,0,8304
5.197026,9,22,0,8840
27.418933,10,22,0,9277
6.053110,11,22,0,9670
6.131880,12,22,0,10041
23.810265,13,22,0,10387
9.460148,14,22,0,10698
7.285925,15,22,0,11212
25.523099,13,21,0,9360
23.109758,14,21,0,9820
2.673061,16,20,0,11867
8.623622,17,20,0,12290
7.177011,14,24,0,10143
3.368712,13,26,0,9009
2.844207,14,25,0,9545
3.473934,15,25,0,10139
2.328639,16,25,0,10663
4.526799,15,27,0,10525
2.628990,16,27,0,11239
5.020922,16,28,0,11505
7.627432,17,28,0,11849
2.874224,18,28,0,12221
2.685819,17,22,0,11800
19.617606,16,27,0,11378
25.640532,15,31,0,11782
5.821623,13,31,0,10630
6.427225,14,31,0,12217
7.285606,14,31,0,11383
5.492746,14,32,0,11517
8.720838,15,32,0,12103
5.385120,14,34,0,11408
3.983550,15,34,0,11829
18.393687,16,34,0,12328
7.579562,17,30,0,12772
5.461406,17,31,0,12616
8.735144,18,31,0,13031
6.061954,16,30,0,12094
4.214826,16,30,0,11955
4.911019,17,30,0,12452
4.957488,16,32,0,11852
4.737885,16,25,0,11701
4.481433,17,25,0,12476
2.774183,16,25,0,11981
31.338634,18,26,0,13923
5.673036,18,25,0,13570
16.950697,18,26,0,13546
5.599371,19,26,0,14309
5.064663,20,26,0,14817
11.604733,21,28,0,16743
4.279353,22,26,0,15841
7.117357,22,27,0,16297
11.694905,22,26,0,16551
7.204272,23,26,0,16974
10.825835,22,27,0,16882
