#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.009499,3,1,0,2831
0.001422,4,1,0,3162
0.615402,5,1,0,3840
0.332588,6,1,0,4534
0.614903,7,1,0,5147
0.632891,8,1,0,5803
0.720532,9,1,0,6527
0.972829,10,1,0,7305
0.801345,11,1,0,7971
1.517415,12,1,0,8652
1.455699,13,1,0,9192
1.458792,14,1,0,9746
1.343142,15,1,0,10276
1.708071,15,1,0,10754
1.772774,15,2,0,10874
2.173082,15,3,0,11005
2.357832,13,6,0,10082
3.921842,12,8,0,9904
2.009177,13,8,0,10538
1.573031,13,9,0,10685
2.208420,14,9,0,11333
1.539715,15,9,0,11963
1.791653,14,11,0,11506
2.704642,16,10,0,12918
1.359165,16,11,0,12851
2.305006,17,11,0,13389
2.834731,17,12,0,13861
4.240861,15,15,0,11550
8.967301,16,15,0,12181
2.280363,16,16,0,12664
1.973080,16,16,0,12022
2.322332,16,16,0,12158
3.045080,15,13,0,11545
2.947124,14,15,0,11954
2.736234,15,15,0,12512
3.074738,15,16,0,12787
2.611931,15,17,0,12032
3.756818,15,18,0,12032
3.321347,16,18,0,12680
3.126848,17,18,0,13396
8.188975,17,17,0,13493
2.330312,18,17,0,14128
2.697022,19,17,0,14787
9.192844,19,18,0,14895
4.836591,20,18,0,15583
3.508061,20,17,0,15551
4.929769,21,17,0,15975
6.847895,21,16,0,15837
4.008301,21,17,0,16005
5.210313,22,17,0,16495
3.407740,17,17,0,13867
11.026220,19,19,0,14800
3.366801,17,19,0,13556
5.780380,10,22,0,8119
7.336129,7,26,0,6030
0.800911,5,27,0,4137
0.747184,4,29,0,3824
0.297447,4,18,0,3747
0.444548,5,18,0,3844
0.433616,6,18,0,4033
0.348775,7,18,0,4484
0.572585,8,18,0,4989
0.549928,9,18,0,5727
0.756846,10,18,0,6407
0.888618,11,18,0,7003
1.328498,12,18,0,7778
1.154116,13,18,0,8531
2.213207,12,20,0,8474
1.733844,12,7,0,8957
1.227633,13,7,0,9783
1.381920,13,8,0,10138
2.412635,14,8,0,10746
2.298102,14,9,0,11144
1.861088,15,9,0,11808
2.837141,16,9,0,12422
2.000611,17,9,0,13045
1.924596,18,9,0,13637
3.702386,19,9,0,14301
8.766901,18,11,0,14047
2.442542,17,10,0,13336
5.835421,15,12,0,11629
4.866782,15,13,0,11122
4.663794,16,13,0,11754
3.199150,16,14,0,11532
3.072991,17,14,0,11984
2.796050,16,16,0,11547
5.429857,15,17,0,10557
1.604493,14,18,0,10062
2.100976,15,18,0,10290
3.393572,15,19,0,9713
4.176212,13,22,0,8139
7.913609,13,23,0,8536
7.651640,13,22,0,7880
2.400516,14,22,0,8417
3.740046,16,23,0,10253
4.168518,16,22,0,9564
2.515159,18,23,0,11278
2.771375,17,23,0,10129
2.331712,18,23,0,10601
3.136970,19,23,0,11234
5.272584,19,24,0,11453
5.638903,19,25,0,11330
2.615926,20,25,0,11882
1.726353,20,26,0,11905
3.807396,21,26,0,12309
2.164463,22,26,0,12666
5.005904,23,26,0,13001
2.506908,23,27,0,13049
2.564772,24,27,0,13568
3.512176,24,28,0,13485
3.448863,24,29,0,13482
1.852512,25,29,0,13828
3.011741,26,29,0,14149
2.500949,23,27,0,13322
3.844808,3,1,0,3761
3.049335,4,1,0,3403
0.002562,5,1,0,3568
0.000868,6,1,0,3703
0.127928,7,1,0,3935
0.282813,7,2,0,4219
0.182274,5,4,0,3911
0.382516,6,4,0,4213
0.431618,7,4,0,4648
0.477572,8,4,0,4810
0.870217,8,5,0,4728
0.692600,9,5,0,5115
0.461820,10,5,0,5592
0.464556,11,5,0,5993
0.453787,12,5,0,6616
0.514852,13,5,0,7030
0.615553,14,5,0,7251
0.995225,15,5,0,7484
1.960400,16,5,0,7767
1.105893,17,5,0,7928
0.875862,18,5,0,8216
1.795623,18,6,0,8274
1.374875,19,6,0,8337
1.203706,19,7,0,8247
2.624003,20,7,0,8532
1.639504,21,7,0,8770
1.497994,22,7,0,9062
3.318578,23,7,0,9475
3.524682,24,7,0,9954
2.323060,25,7,0,10398
1.957990,26,7,0,10877
4.245680,27,7,0,11091
2.847097,28,7,0,11531
5.059577,29,7,0,12030
4.203451,30,7,0,12373
7.256163,28,10,0,12219
2.683896,29,9,0,12844
2.713892,29,10,0,12533
2.928192,32,9,0,13538
3.264320,30,11,0,12569
10.898887,32,10,0,13070
2.765382,33,10,0,13252
2.902603,33,11,0,13198
4.013947,33,12,0,12846
4.215142,34,12,0,13109
4.508454,35,12,0,13216
4.264853,38,10,0,14050
2.767912,39,11,0,14444
4.715577,38,12,0,13801
4.112205,39,12,0,13954
7.557094,39,13,0,14062
3.147225,42,11,0,14632
3.195664,44,10,0,15141
2.942532,43,12,0,14508
3.919964,44,12,0,14570
6.548201,45,12,0,14687
6.062629,45,13,0,14818
5.503179,44,15,0,15145
4.257308,47,13,0,15499
3.798062,48,13,0,15721
6.047234,51,11,0,16530
4.849852,50,13,0,16205
7.311463,52,12,0,16822
6.996017,52,13,0,17016
5.354666,51,15,0,16935
3.137899,54,13,0,17135
2.812325,56,12,0,18215
3.269748,56,13,0,17837
5.634745,55,15,0,17704
6.361259,58,13,0,17918
2.809991,59,13,0,18475
4.738875,59,14,0,18365
3.961174,60,14,0,18814
4.832466,60,15,0,19076
2.865150,63,13,0,19112
3.802794,62,15,0,19262
5.409817,62,16,0,19438
6.007034,64,15,0,19660
3.580754,64,16,0,20210
1.713836,67,14,0,20287
4.690664,67,15,0,20491
3.658810,69,14,0,20784
3.931147,68,16,0,20971
4.400489,70,15,0,19122
4.052735,70,16,0,18341
2.029716,72,15,0,19187
2.036426,72,16,0,18876
1.777160,70,19,0,18965
1.824818,73,17,0,19285
5.800952,75,16,0,19854
8.420580,75,17,0,19746
6.483064,78,15,0,20416
2.576105,74,20,0,17414
7.017273,74,21,0,17147
2.766023,75,21,0,17488
5.246443,77,20,0,17674
2.796572,77,21,0,17904
4.235758,81,18,0,18191
4.129574,81,19,0,18409
5.439656,79,22,0,16202
6.464652,82,20,0,15921
5.623736,82,21,0,16046
4.239265,84,20,0,16394
2.426801,86,19,0,16442
3.977415,87,19,0,16728
5.381700,86,20,0,14554
4.476004,82,25,0,14366
4.748103,74,33,0,11992
4.971369,89,19,0,12745
5.246486,89,20,0,12758
3.156746,87,23,0,12865
4.847252,83,26,0,12503
3.366725,76,34,0,12080
4.888646,90,23,0,13429
4.022576,79,35,0,12997
3.172747,86,27,0,13706
4.220125,75,39,0,12336
4.553159,71,42,0,11504
4.768501,82,34,0,15079
3.493861,79,40,0,15404
3.276890,65,53,0,14582
4.772474,62,55,0,13719
2.366995,66,52,0,14137
2.963626,69,50,0,14388
4.089906,65,55,0,14503
4.802351,46,75,0,14382
5.764627,56,66,0,15065
4.427727,66,57,0,15529
4.858868,65,63,0,18415
5.297162,44,83,0,15863
4.103803,41,85,0,15131
3.607221,36,90,0,13993
2.737917,33,94,0,12057
2.281622,72,57,0,15626
10.697422,52,78,0,15522
5.190511,40,88,0,12374
8.832196,39,91,0,12498
7.877882,55,77,0,14314
5.111641,42,91,0,13605
4.402585,36,96,0,12024
5.048112,54,81,0,15120
6.281597,51,85,0,15143
4.814695,38,97,0,13369
3.086430,40,98,0,13998
9.019135,40,99,0,12921
3.292708,41,101,0,13950
6.024361,37,105,0,13247
4.660374,37,103,0,12544
5.283125,37,104,0,12745
2.348160,38,103,0,12952
4.718780,39,103,0,13213
4.654871,38,104,0,13252
4.707610,22,104,0,10660
5.459842,20,102,0,10351
3.625546,21,104,0,10443
4.360018,16,105,0,9053
3.643491,15,98,0,8111
4.703332,18,104,0,9191
4.359823,13,87,0,7179
5.886324,12,70,0,6819
4.290311,13,70,0,7232
3.720841,13,60,0,7140
2.624969,13,61,0,7210
2.549193,14,61,0,7603
2.406739,15,61,0,7903
2.537251,15,62,0,7469
2.866637,16,62,0,7848
2.402788,17,62,0,8206
8.199646,18,62,0,8672
3.845664,19,62,0,9151
2.831507,20,62,0,9537
2.123915,21,62,0,9988
4.483485,21,44,0,10047
2.763602,22,44,0,10448
8.369480,23,44,0,10849
8.639766,22,31,0,10989
3.368582,24,35,0,11537
8.936889,24,31,0,11757
9.319403,24,31,0,11961
8.000773,26,27,0,12203
11.079942,25,20,0,12204
7.033427,28,31,0,13195
8.505246,28,21,0,13056
10.723458,29,28,0,13654
5.501735,29,22,0,13727
2.594833,31,21,0,13901
4.437530,28,22,0,13305
3.112540,26,16,0,12905
2.568996,30,22,0,13816
3.864305,26,18,0,12505
5.772455,27,18,0,12817
3.921158,28,18,0,13160
4.545039,25,20,0,12276
3.072144,23,23,0,11552
7.819607,18,27,0,9615
8.591695,18,28,0,9726
5.770826,19,28,0,10006
8.020482,20,28,0,10314
9.484849,17,31,0,8996
8.698193,18,31,0,9415
4.363447,19,31,0,9767
3.703494,18,33,0,9459
3.752411,21,31,0,10715
3.848791,20,33,0,10755
3.492255,21,33,0,11085
5.785417,21,34,0,9983
6.190351,19,36,0,9298
7.364767,18,32,0,9079
9.872772,19,32,0,9495
4.120140,20,32,0,9850
8.244004,21,32,0,10318
6.081789,20,26,0,10307
4.825258,21,27,0,10574
7.970455,22,26,0,11016
5.810463,22,27,0,11002
4.112444,22,26,0,10969
4.278673,23,26,0,11192
2.521999,25,27,0,11772
4.969730,24,27,0,11422
8.973639,25,27,0,11731
7.101223,26,27,0,12084
6.139142,27,27,0,12426
7.252145,26,27,0,12295
5.981088,27,27,0,12539
4.090351,23,21,0,11275
6.015306,26,28,0,12240
5.373655,20,23,0,10108
6.883663,19,25,0,9838
2.405057,20,25,0,10130
3.531717,21,25,0,10345
3.395245,17,25,0,8961
13.190580,17,24,0,8696
4.427673,15,26,0,7787
6.530995,16,26,0,7935
4.824497,15,30,0,7855
17.382088,14,29,0,6779
3.017419,15,29,0,7133
7.294636,16,29,0,7437
10.630997,17,29,0,7866
3.108121,16,29,0,7586
3.565132,18,28,0,8243
5.294026,19,29,0,8588
13.732980,20,28,0,8838
5.368812,24,28,0,10791
4.758231,26,28,0,11817
5.254009,30,25,0,12620
16.944270,28,27,0,11598
8.798144,33,24,0,13332
7.122707,33,25,0,13407
8.889814,39,26,0,15783
6.128818,36,24,0,14130
6.980721,40,26,0,15808
