#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.006810,3,1,0,3943
0.001303,4,1,0,4969
0.440842,5,1,0,6092
0.488745,6,1,0,6944
0.599407,7,1,0,7751
0.720168,8,1,0,8576
0.796898,9,1,0,9464
0.986751,10,1,0,10393
1.285235,11,1,0,11228
1.487109,12,1,0,12010
1.845051,13,1,0,12677
1.961105,14,1,0,13358
2.127148,15,1,0,13979
3.028878,16,1,0,14756
3.790133,17,1,0,15395
3.722486,18,1,0,16169
3.044133,19,1,0,16940
4.359955,20,1,0,17668
4.329093,20,1,0,18417
6.200814,21,1,0,19057
7.212172,18,5,0,17834
4.465125,19,5,0,18445
5.803893,18,7,0,17706
3.856208,17,9,0,17231
5.386543,15,12,0,13751
4.315637,16,12,0,14293
6.356725,18,11,0,15587
5.052459,18,12,0,15518
4.420539,18,13,0,15666
3.113384,19,13,0,16450
3.068634,19,14,0,16476
4.774731,20,14,0,17147
4.342640,21,14,0,17787
4.765859,22,14,0,18358
5.009896,23,14,0,18858
3.409016,24,14,0,19532
5.155744,22,17,0,18367
5.659882,23,17,0,18970
3.433845,23,18,0,19518
3.847466,23,19,0,19786
3.499464,21,22,0,17262
5.382976,23,21,0,19185
4.619471,19,25,0,15645
5.745696,19,26,0,15763
2.956925,20,26,0,16459
4.338225,18,29,0,16192
4.581551,17,30,0,14740
4.652320,15,33,0,13816
4.012732,14,35,0,13685
5.546626,15,35,0,13985
3.498231,14,37,0,13465
4.812071,15,37,0,14250
3.692401,13,35,0,12956
2.503704,9,40,0,10189
2.819571,7,42,0,8515
1.375569,4,22,0,5493
1.543845,5,22,0,5889
1.153727,5,11,0,5227
0.734741,6,11,0,5948
0.603677,7,11,0,6523
0.772394,8,11,0,7220
0.978123,9,11,0,7799
0.930247,9,10,0,7467
1.455114,10,10,0,8151
1.242256,11,10,0,8881
1.355779,12,10,0,9589
1.290190,13,10,0,10293
2.059353,14,10,0,10892
2.355592,14,3,0,10958
1.961627,15,3,0,11550
2.334993,16,3,0,12205
4.370237,15,5,0,12284
2.286534,15,5,0,11977
2.219492,13,8,0,11198
5.197028,13,9,0,11387
5.804463,14,9,0,11944
7.593557,13,11,0,11328
1.822378,13,12,0,11069
1.678949,15,11,0,12885
2.070364,15,12,0,12027
3.548930,16,12,0,12488
3.148786,15,14,0,11513
4.498615,14,15,0,10881
2.056555,14,16,0,10771
2.056405,15,16,0,11282
1.679632,14,18,0,10772
2.437544,15,18,0,11256
1.836720,16,18,0,11764
4.358757,17,18,0,12295
5.818008,14,22,0,10571
3.969198,15,22,0,11073
2.789078,13,25,0,10260
2.886369,13,26,0,10295
3.736929,14,26,0,10767
2.073907,15,26,0,11226
2.927831,16,26,0,11783
2.900316,16,27,0,11710
2.130568,17,27,0,12353
2.120140,16,28,0,11950
4.507628,17,28,0,12579
5.485619,19,27,0,13924
3.546197,20,27,0,14531
5.051671,20,28,0,14439
3.177954,20,29,0,14302
7.045448,21,29,0,14726
4.230991,22,29,0,15314
2.917122,23,29,0,15940
3.087594,23,30,0,15853
3.199829,21,33,0,15377
3.573344,19,36,0,14544
2.881109,20,36,0,15153
8.121353,21,36,0,15762
3.084619,23,35,0,16777
2.983468,23,36,0,17041
4.656603,21,39,0,16434
6.263531,21,40,0,16599
6.768294,22,40,0,17279
3.011742,23,40,0,17996
3.161542,24,40,0,18598
5.609649,22,29,0,17306
3.803417,16,36,0,14353
3.057874,17,36,0,15054
6.720520,17,31,0,15257
3.333635,16,30,0,15330
8.954257,18,29,0,15980
4.057072,17,31,0,14979
3.049347,16,33,0,13895
4.421735,15,34,0,12908
9.015169,15,32,0,12768
2.630006,16,32,0,13160
6.241213,16,33,0,13462
5.620975,16,34,0,12795
4.287356,12,32,0,10592
2.479166,11,32,0,9150
6.828402,8,26,0,6474
1.708692,10,29,0,7859
1.521487,10,26,0,7778
1.737928,10,27,0,8360
1.191954,12,26,0,9159
2.084470,13,26,0,9755
2.882836,13,27,0,10167
9.055279,13,26,0,9822
1.785743,14,26,0,9945
2.956047,15,26,0,9987
5.858268,15,27,0,9792
2.682487,16,27,0,10070
2.295514,17,27,0,10583
3.171265,16,24,0,10304
1.729961,16,24,0,10838
2.064454,14,26,0,9724
1.824681,16,25,0,10885
1.431155,16,26,0,11125
2.525687,13,30,0,9874
4.169140,11,33,0,9398
1.465090,10,28,0,9490
1.842064,10,29,0,10118
2.418017,9,31,0,9867
2.293643,10,31,0,10494
2.287404,10,32,0,10496
4.810995,8,34,0,8654
