#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.007253,3,1,0,4317
0.000981,4,1,0,4784
0.469163,5,1,0,5560
0.207585,6,1,0,6235
0.541501,7,1,0,6918
0.735240,8,1,0,7543
0.841102,9,1,0,8166
1.004943,10,1,0,8830
1.335153,11,1,0,9454
1.311667,12,1,0,10082
1.484316,13,1,0,10779
1.590459,14,1,0,11368
1.676774,15,1,0,12083
2.151839,16,1,0,12658
3.251493,15,2,0,13088
2.713939,15,3,0,13470
4.776848,14,5,0,11932
3.527679,16,4,0,13126
2.938006,16,5,0,13312
4.578000,17,5,0,13984
3.486781,15,8,0,12622
2.394390,18,6,0,14330
2.181806,17,8,0,13629
2.801506,16,10,0,12584
3.897384,18,9,0,14004
3.120485,19,9,0,15110
2.778924,20,9,0,15487
6.686911,19,11,0,14615
3.783805,16,15,0,13207
7.339732,14,18,0,12535
3.815565,14,19,0,12421
2.476942,13,21,0,12097
6.733641,7,28,0,9689
3.783562,7,28,0,9190
1.487586,7,24,0,8789
1.774152,8,24,0,9325
1.448461,9,24,0,9948
1.359481,9,16,0,9257
1.798779,10,16,0,10005
3.069010,11,16,0,10672
1.770575,12,16,0,11312
2.474427,13,16,0,11868
8.560810,14,16,0,12472
3.796929,14,17,0,11776
2.616308,15,17,0,12306
2.114050,16,17,0,12960
3.593521,17,17,0,13869
5.543456,18,17,0,14840
2.899406,19,17,0,15639
6.417513,19,16,0,15231
5.025922,19,17,0,15302
4.262430,20,16,0,16783
2.994658,19,18,0,17166
5.006205,23,16,0,18485
3.533262,20,8,0,16899
5.405855,22,14,0,18499
4.620862,22,8,0,18329
5.209081,19,11,0,17281
4.712406,16,14,0,15554
6.925008,17,14,0,16214
5.141844,20,13,0,18866
3.089469,20,14,0,18678
12.694737,21,14,0,19358
4.010853,21,14,0,18839
3.859584,22,14,0,19437
4.299322,22,15,0,19492
6.455962,22,16,0,19401
6.625388,19,20,0,17462
7.704710,16,23,0,14468
3.856893,17,23,0,15033
5.494256,16,25,0,14320
3.000782,16,26,0,14039
7.293380,14,29,0,13113
3.493846,14,30,0,13311
4.078884,15,30,0,13905
3.036620,16,30,0,14437
3.556976,17,30,0,15050
4.485544,18,30,0,15517
2.919184,18,31,0,16043
4.149468,20,30,0,16714
5.046249,17,34,0,15587
7.281589,20,32,0,17759
6.360774,21,32,0,18544
6.020928,20,34,0,16853
6.728746,19,32,0,15375
3.059953,20,32,0,15975
4.722091,21,32,0,16664
2.927350,20,33,0,16057
3.142892,21,33,0,16734
3.221482,20,35,0,16120
4.584029,21,35,0,16883
4.656858,20,21,0,16151
4.548602,22,31,0,17359
2.862330,18,24,0,15690
3.265412,14,29,0,13314
5.391611,15,29,0,13937
4.788310,16,29,0,14562
3.899180,13,33,0,13238
7.230025,13,34,0,12622
3.667712,14,34,0,13201
3.781978,13,36,0,12331
2.912886,14,36,0,12920
7.071795,14,37,0,12707
3.965326,15,37,0,13492
2.924203,17,36,0,14984
5.685895,18,36,0,15648
9.481007,18,37,0,15430
8.511140,17,39,0,15036
2.717629,18,39,0,16109
4.069776,17,30,0,13911
4.732108,17,27,0,13832
8.694630,18,27,0,14259
3.560395,17,29,0,14059
6.083945,19,28,0,14875
5.718039,16,23,0,12861
6.911923,19,30,0,15852
3.501963,17,24,0,14245
2.857586,17,25,0,13865
2.856535,16,22,0,13250
6.143097,16,23,0,13345
6.119672,14,26,0,12754
4.606842,14,27,0,12222
2.132356,12,30,0,10984
4.511751,12,31,0,11117
4.298290,12,31,0,11208
3.680785,12,32,0,11262
5.109286,11,34,0,10566
5.320035,12,34,0,11041
2.347773,11,26,0,9952
12.578204,11,27,0,9779
1.983670,13,26,0,11151
2.092266,13,27,0,10959
2.661150,14,27,0,11584
2.533748,15,27,0,12215
4.399462,16,27,0,12805
10.713081,15,24,0,11743
4.945171,18,27,0,13658
2.070365,19,27,0,13968
3.667538,19,23,0,13544
3.960356,20,23,0,14097
3.133741,20,24,0,13968
3.370943,22,23,0,15272
2.619791,22,24,0,15236
4.292709,22,19,0,15145
3.109315,22,18,0,15057
6.175017,23,18,0,15592
9.939804,25,25,0,17251
3.093092,25,18,0,16339
5.704048,26,18,0,16998
3.605534,25,20,0,16989
2.879867,24,22,0,15661
3.510244,25,22,0,15962
5.900852,24,24,0,15390
7.569059,20,29,0,12602
7.634346,20,30,0,12893
4.732506,18,33,0,11772
3.269810,14,38,0,10016
4.581869,15,38,0,10935
2.011151,14,40,0,10374
1.834652,16,39,0,10799
2.544788,17,39,0,11202
2.352251,16,41,0,10673
2.321162,15,43,0,10408
2.034185,16,43,0,10626
1.626128,15,45,0,9009
1.925088,16,45,0,9360
1.504547,15,47,0,8953
2.942846,14,34,0,8448
10.385302,14,31,0,8644
1.623152,14,32,0,8802
1.668139,13,34,0,8491
2.221302,13,35,0,8640
1.523804,16,33,0,10523
1.334304,15,35,0,9932
1.869000,15,36,0,10230
2.773799,17,35,0,10968
3.853812,16,37,0,10752
2.515279,17,37,0,11827
2.387986,16,39,0,11303
2.124898,17,39,0,12009
12.822559,20,37,0,13342
3.435365,19,39,0,13013
4.369625,20,39,0,13443
4.467641,21,39,0,13951
4.167381,22,39,0,14516
2.354676,23,39,0,15107
9.812174,24,39,0,15675
12.874750,26,38,0,16611
5.720930,28,37,0,17463
5.466165,27,39,0,17208
5.944126,28,39,0,17705
3.120997,29,39,0,18203
3.625067,29,40,0,18737
6.087289,31,39,0,19306
4.358094,32,39,0,19903
7.902485,33,39,0,20489
8.275573,31,42,0,20163
7.607105,31,43,0,19963
5.069981,33,42,0,21214
11.607707,33,43,0,21700
6.286831,35,42,0,22603
20.860602,37,41,0,23266
4.354483,32,47,0,21335
6.745140,37,43,0,23782
6.387942,39,42,0,24471
4.931118,40,42,0,25099
4.763290,40,43,0,25702
6.409033,34,50,0,24115
7.232645,42,43,0,27075
4.904683,44,42,0,27654
7.022116,45,42,0,28086
7.291920,46,42,0,28441
5.147526,46,43,0,27948
5.548289,45,45,0,28167
12.655810,48,43,0,29498
13.390419,44,48,0,29083
5.918083,27,65,0,21349
5.579519,25,54,0,17712
3.433591,31,64,0,25414
3.279297,26,69,0,20339
5.502252,32,65,0,25202
8.058161,25,72,0,19818
4.489824,26,59,0,20801
5.824109,26,59,0,18647
5.331323,25,61,0,17927
7.226739,26,61,0,19026
5.872220,26,62,0,18959
6.323155,27,62,0,19587
6.420741,27,63,0,19695
4.970519,29,62,0,20824
5.190265,28,64,0,20367
5.301847,23,70,0,17112
7.097247,26,68,0,19381
3.546094,25,70,0,18470
6.316591,26,70,0,19196
13.127332,27,70,0,20002
4.983101,27,71,0,20263
6.448813,27,72,0,20555
5.440733,28,72,0,21271
13.390626,29,72,0,21898
4.683020,29,73,0,22052
5.958188,28,75,0,22587
7.568516,31,73,0,23242
5.898181,32,73,0,23945
4.837958,28,74,0,23800
5.384225,22,63,0,19353
6.649565,24,66,0,20741
6.110443,21,41,0,19262
5.835452,22,41,0,20131
4.720957,22,42,0,20512
7.855890,22,43,0,20716
5.383241,23,43,0,21514
5.071778,22,37,0,21710
3.108940,22,35,0,21142
6.135164,22,36,0,21398
5.567983,23,36,0,22238
6.284287,23,37,0,23027
6.079948,22,39,0,23914
9.268791,24,49,0,27359
3.562845,25,38,0,25963
13.204105,22,39,0,22918
11.546670,23,39,0,23592
4.117814,22,41,0,22684
11.000799,23,41,0,23442
6.667345,21,43,0,22441
7.023224,0,1082835324,0,1078747970
6.718352,1181426400,619004870,52,-1804023703
