#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.006392,3,1,0,3950
0.001443,4,1,0,4365
0.382095,5,1,0,4982
0.491294,6,1,0,5467
0.564728,7,1,0,5897
0.793774,8,1,0,6316
0.565328,9,1,0,6847
1.343255,10,1,0,7390
0.684907,11,1,0,7806
0.733325,12,1,0,8177
1.293988,12,2,0,8591
1.392298,13,2,0,9167
0.883346,15,1,0,9878
0.976296,12,4,0,8512
1.703250,13,4,0,8956
1.642824,12,6,0,8524
1.955358,13,6,0,9052
1.291696,12,8,0,8644
2.686051,11,10,0,8042
1.791913,12,10,0,8548
2.346677,11,12,0,8194
1.655331,11,13,0,8126
1.508877,11,14,0,8020
1.556289,8,18,0,6418
1.498798,9,18,0,6855
1.422191,9,18,0,7252
0.687680,9,19,0,6776
1.082373,9,19,0,6706
1.104536,10,19,0,7064
0.979656,11,19,0,7525
1.271420,10,21,0,7552
1.200262,10,22,0,7839
1.841042,8,20,0,6267
1.631335,11,23,0,8148
1.214687,12,23,0,8436
1.439162,11,20,0,7056
1.712288,10,21,0,6872
0.968322,11,21,0,7425
0.988561,12,21,0,7850
1.169132,13,21,0,8307
1.252540,14,21,0,8863
1.215450,13,22,0,8559
2.430970,14,22,0,9350
1.519356,15,22,0,10231
1.558080,16,22,0,11191
1.862426,16,23,0,11216
2.177462,17,23,0,11919
2.482629,18,23,0,12624
1.907411,19,23,0,13369
2.616184,19,24,0,14135
3.672856,21,23,0,14833
2.390196,20,23,0,14678
2.739357,20,24,0,14719
4.390074,21,24,0,15181
4.213690,22,24,0,15546
2.456484,22,21,0,15432
3.145570,20,21,0,14583
4.795385,18,24,0,13833
2.462896,17,26,0,13400
5.252776,17,27,0,13468
4.902325,13,32,0,12979
6.129459,9,23,0,7431
2.124563,10,23,0,7676
0.774005,11,25,0,8156
0.768004,12,25,0,8634
1.671860,11,23,0,7679
1.737848,11,23,0,7758
1.386600,12,23,0,8244
1.037456,12,23,0,7952
1.547201,11,18,0,7346
1.294031,11,15,0,7342
1.162196,13,18,0,8324
0.900355,14,18,0,8764
1.861979,11,15,0,7820
2.202911,12,15,0,8269
1.213507,12,15,0,7842
1.863143,13,15,0,8321
1.373575,14,15,0,8767
1.797755,14,16,0,8695
1.643980,13,15,0,8198
1.747715,14,15,0,8703
1.294763,15,15,0,9219
1.435021,14,17,0,9323
1.623474,16,16,0,9758
1.927158,15,18,0,9488
1.869890,16,18,0,9979
1.668141,15,20,0,9778
2.360204,16,20,0,10447
2.591288,17,20,0,11123
3.382393,15,22,0,10194
2.571622,16,22,0,10543
1.324671,14,22,0,9748
2.241978,14,21,0,9792
1.328560,13,23,0,9645
1.979123,13,23,0,10037
1.209961,12,25,0,9782
1.852871,13,25,0,10003
1.230631,14,25,0,10711
2.833292,14,26,0,10703
2.304082,9,32,0,7847
2.199670,10,32,0,8373
0.929291,10,33,0,8427
1.461591,10,34,0,8795
1.483612,11,29,0,8833
1.574870,11,29,0,8598
2.705219,12,29,0,9044
2.056401,12,30,0,8738
1.569181,12,30,0,8772
1.760965,12,31,0,9102
1.680849,10,33,0,8102
1.855532,13,32,0,9557
1.600710,13,33,0,9765
2.303255,12,35,0,9776
1.744062,11,36,0,8049
1.715587,12,36,0,8622
1.613722,12,37,0,8701
2.559340,14,19,0,9495
1.743843,13,21,0,9424
2.097433,15,20,0,9794
1.540362,14,22,0,9282
1.939489,15,22,0,9756
2.299022,16,22,0,10232
2.639315,17,22,0,11062
3.836588,17,23,0,11744
2.339719,18,23,0,12440
2.972236,19,23,0,13126
3.988821,20,23,0,13630
10.117662,19,25,0,13424
6.192021,20,25,0,13774
8.868889,20,24,0,13171
4.100327,21,26,0,13504
10.128183,22,26,0,14007
4.002531,22,25,0,14098
4.439552,23,25,0,14851
3.201330,23,26,0,15278
5.365993,18,32,0,13235
4.626429,13,38,0,11557
3.969461,4,38,0,6113
2.432435,3,32,0,4816
0.638696,4,32,0,5388
0.573321,4,3,0,4733
0.708180,5,3,0,5132
0.789046,6,3,0,5502
0.951679,6,2,0,5035
0.731706,7,2,0,5402
0.760422,8,2,0,5855
1.273106,8,3,0,5938
1.017095,9,3,0,6447
0.667323,9,3,0,6536
0.875944,10,3,0,7079
1.160541,11,3,0,7572
1.317773,11,4,0,7511
1.574809,12,4,0,7991
1.457903,12,5,0,7949
1.402757,12,6,0,7802
1.429950,13,6,0,8251
1.575406,14,6,0,8588
1.150833,15,6,0,8884
1.510702,16,6,0,9213
1.141576,12,10,0,7544
1.290170,12,11,0,7569
5.954422,14,10,0,8530
0.895996,15,10,0,8745
1.591067,15,11,0,8615
1.629099,16,11,0,9225
1.472651,15,13,0,8875
2.700172,17,12,0,9995
1.747096,15,14,0,8917
2.667689,15,15,0,8731
1.236829,14,17,0,8785
2.191679,13,19,0,8268
1.763850,13,20,0,8370
1.342772,14,20,0,8645
1.117010,14,20,0,8493
1.566091,15,20,0,9017
0.979216,14,22,0,8766
2.001486,13,24,0,8213
3.107616,14,24,0,9410
8.132824,9,26,0,6745
1.245467,13,27,0,8693
1.145916,12,29,0,8125
1.043480,10,27,0,6987
0.774144,9,29,0,6151
1.810982,11,28,0,6825
1.382872,13,27,0,7935
1.148151,14,27,0,8197
1.433219,12,29,0,6865
1.464758,12,28,0,6929
1.349387,13,28,0,7345
1.324422,13,29,0,7493
7.591098,12,26,0,6734
1.027101,13,26,0,7148
1.123801,13,27,0,7444
0.997727,16,30,0,8406
1.907041,16,26,0,8609
1.122909,14,29,0,7992
1.719349,14,30,0,8430
1.581966,15,30,0,9192
0.930486,15,31,0,9660
2.272332,16,31,0,10625
2.283444,17,31,0,11456
3.000200,16,33,0,11557
