#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
5.330497,0.056734,0.550625,0.006291,0.006291,5.951401
0.954833,0.097478,2.329504,0.001242,0.001242,3.385401
6.191747,0.484935,3.282454,0.388159,0.388159,22.220026
6.428775,0.305027,4.555664,0.275895,0.275895,22.743024
6.684984,0.307021,5.933482,0.568689,0.568689,27.915696
6.205849,0.306971,7.883634,0.629801,0.629801,31.422824
7.337460,0.310117,9.228889,0.579288,0.579288,34.698143
6.167890,0.293757,9.900189,1.008492,1.008492,44.211121
6.341748,0.427260,11.160703,0.993846,0.993846,42.659285
6.518580,0.505213,11.652982,0.846978,0.846978,44.891874
5.720172,0.356150,11.974479,1.002231,1.002231,45.658555
7.869078,0.313533,12.965273,1.128833,1.128833,51.310145
5.915165,0.560465,13.006979,1.148089,1.148089,52.300388
6.518657,0.371289,12.148901,1.279139,1.279139,52.092146
5.783423,0.446707,11.704138,1.300298,1.300298,52.166361
5.753569,0.406884,12.345520,1.373702,1.373702,55.706705
6.027219,0.442549,13.166692,1.784343,1.784343,64.543432
6.330559,0.411725,12.523870,1.615012,1.615012,60.302924
5.900746,0.384453,13.099374,1.666462,1.666462,64.228472
6.268150,0.415363,13.037272,2.436090,2.436090,71.180133
7.020041,0.551225,13.658945,3.799514,3.799514,95.999169
6.177218,0.396887,13.618020,3.344779,3.344779,93.871275
6.604624,0.403601,13.890106,4.077477,4.077477,107.462142
6.300776,0.572518,14.188373,3.884033,3.884033,112.977821
6.418234,0.447505,13.040373,3.408864,3.408864,110.268992
6.626106,0.513874,14.665095,3.286019,3.286019,119.379152
6.237851,0.467104,14.421681,3.435639,3.435639,91.467721
6.509187,0.414222,15.754930,4.340460,4.340460,99.481942
7.021662,0.470781,15.092248,2.774138,2.774138,114.148688
6.829030,0.566917,15.119579,4.057076,4.057076,103.525475
6.540885,0.461954,14.510586,2.850079,2.850079,81.144548
6.303686,0.553402,13.398563,3.780370,3.780370,77.179351
6.742052,0.554604,14.455571,1.779185,1.779185,78.088960
6.483270,0.476714,14.136827,1.963574,1.963574,66.824750
5.967711,0.543944,13.308172,2.196015,2.196015,69.097012
6.798375,0.473578,13.633512,3.240658,3.240658,92.527345
7.747948,0.662083,13.555345,3.438775,3.438775,78.196240
7.802829,0.834634,16.075861,3.398345,3.398345,100.553291
6.782005,0.620140,12.193117,3.010482,3.010482,79.513039
6.430548,0.683226,11.242080,1.588771,1.588771,55.094474
6.255121,0.713342,11.066016,2.116399,2.116399,55.584300
6.247436,0.694728,10.977152,1.831878,1.831878,59.141711
6.308646,0.688547,10.671322,3.531046,3.531046,63.350945
6.303646,0.687335,11.143230,2.584554,2.584554,60.499479
6.817943,0.678147,11.780813,2.617399,2.617399,62.831057
6.065803,0.793462,11.941881,2.707969,2.707969,65.344857
5.828014,0.755449,11.952682,2.765040,2.765040,64.075256
5.797185,0.781409,11.457025,1.665506,1.665506,57.502353
6.036463,0.816047,11.313949,3.204723,3.204723,54.730936
5.714461,0.794786,12.400990,3.458542,3.458542,59.320113
5.440933,0.747825,13.244269,1.028878,1.028878,49.722990
5.732471,0.898397,13.050421,1.594221,1.594221,51.366119
5.687048,0.632002,12.580319,1.172667,1.172667,48.984947
5.718695,0.563730,12.379560,1.557971,1.557971,53.750474
6.529709,0.620600,12.864841,1.947086,1.947086,57.942635
6.372955,0.683412,12.482031,1.437370,1.437370,48.525521
7.092306,0.850285,14.586912,1.116159,1.116159,47.507822
6.217471,0.873701,11.495684,1.164644,1.164644,43.642770
5.886570,0.785460,13.034783,1.197708,1.197708,44.955951
5.528848,0.851948,11.677597,0.913968,0.913968,41.735900
5.670779,0.718972,11.163242,0.504316,0.504316,36.567124
5.578522,0.724096,8.820955,0.579169,0.579169,29.758696
5.371982,0.761765,8.098302,0.598224,0.598224,28.898087
6.364709,0.728675,9.043374,0.765393,0.765393,33.860946
5.994035,0.777245,7.508902,0.442788,0.442788,27.128039
5.718606,0.691898,8.433007,0.541129,0.541129,28.832865
6.115930,0.688501,7.087037,0.417782,0.417782,28.341617
5.747235,0.914339,8.547496,0.510403,0.510403,29.502169
5.360741,0.774691,6.167480,0.333997,0.333997,22.858097
5.708403,0.747240,6.956909,0.434111,0.434111,25.829906
6.738565,0.895578,6.274188,0.503692,0.503692,26.706720
5.836323,1.021762,6.637379,0.426213,0.426213,25.719915
6.553898,0.771339,7.867002,0.405031,0.405031,26.821411
5.659697,0.587916,7.757227,0.397568,0.397568,27.348454
7.537193,0.783433,7.852742,0.411394,0.411394,28.235217
7.620483,0.589739,8.963216,0.492682,0.492682,30.906623
7.687129,0.582325,9.289674,0.614106,0.614106,32.400888
5.205265,0.650827,8.457808,0.613135,0.613135,30.436323
6.440932,0.611141,9.963917,0.866434,0.866434,36.553280
5.767702,0.586212,9.520932,1.279923,1.279923,33.251933
5.452061,0.574560,10.459986,0.933363,0.933363,35.627902
5.490381,0.512640,11.498072,1.301796,1.301796,39.318678
5.402070,0.540735,11.528370,1.626884,1.626884,42.469402
5.539606,0.487271,12.409222,2.888001,2.888001,40.282560
5.341894,0.584129,12.631511,0.905901,0.905901,40.045362
5.365258,0.469618,12.679945,0.804765,0.804765,41.796997
5.808040,0.469147,12.159711,0.869541,0.869541,43.284481
5.589388,0.555273,12.689436,0.935679,0.935679,46.050490
5.858567,0.586454,12.429523,0.905952,0.905952,48.641850
7.129612,0.528882,11.676260,1.000314,1.000314,51.102177
5.973115,0.620791,12.334339,1.031625,1.031625,51.042197
6.032108,0.595182,12.391450,1.045663,1.045663,53.520821
