#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,22.987169,3.624523,0.000000,7.020228,2.617951,0.051021,28.664848
0.000000,0.000000,15.688072,3.918358,0.000000,1.284036,1.401711,0.295016,31.221194
0.000000,0.000000,13.115558,3.679786,0.000000,1.377857,1.584566,0.268618,20.714548
0.000000,0.000000,13.058777,3.301991,0.000000,1.279984,1.416826,0.211693,20.285265
0.000000,0.000000,9.642190,3.217689,0.000000,1.321131,1.551760,0.273585,16.541172
0.000000,0.000000,10.460217,3.147738,0.000000,1.417695,1.803478,0.040056,17.529502
0.000000,0.000000,12.494625,3.552170,0.000000,1.104701,1.358520,0.259980,20.385515
0.000000,0.000000,10.498404,3.047840,0.000000,1.426199,2.241266,0.099029,17.079725
0.000000,0.000000,11.213201,3.084492,0.000000,1.116184,2.750733,0.483600,19.539390
0.000000,0.000000,11.338105,3.898307,0.000000,1.183815,1.686733,0.034546,20.556943
0.000000,0.000000,12.068723,3.506430,0.000000,0.975792,1.546772,0.247789,19.333398
0.000000,0.000000,13.752160,3.300184,0.000000,1.172296,1.713123,0.050662,20.721381
0.000000,0.000000,12.829784,3.191346,0.000000,0.938183,1.351045,0.265189,20.110473
0.000000,0.000000,11.777447,3.004432,0.000000,1.184846,1.763009,0.055477,18.219274
0.000000,0.000000,10.071308,3.144685,0.000000,1.127794,1.614017,0.307663,17.173155
0.000000,0.000000,10.556765,3.302473,0.000000,1.313832,1.798163,0.044543,17.725604
0.000000,0.000000,11.202727,3.483160,0.000000,0.895851,1.531802,0.310369,18.839406
0.000000,0.000000,10.317647,3.006441,0.000000,1.100111,1.720091,0.034356,17.034487
0.000000,0.000000,9.513878,3.586293,0.000000,0.880212,1.632398,0.049308,16.896052
0.000000,0.000000,10.283233,2.969024,0.000000,0.704382,1.237011,0.317193,16.623191
0.000000,0.000000,10.271459,3.114013,0.000000,1.162212,1.714847,0.032470,16.463726
0.000000,0.000000,9.981484,2.891110,0.000000,0.732053,1.374810,0.241951,16.590267
0.000000,0.000000,9.052865,2.915542,0.000000,0.999439,1.663743,0.030035,15.064563
0.000000,0.000000,9.570867,2.864116,0.000000,1.125626,1.822844,0.253802,16.041511
0.000000,0.000000,8.959488,2.910182,0.000000,1.003376,1.666414,0.029781,15.995397
0.000000,0.000000,9.373946,3.014513,0.000000,0.983622,1.583550,0.232148,16.122755
0.000000,0.000000,9.207179,2.906820,0.000000,1.073239,1.688837,0.030317,15.793800
0.000000,0.000000,9.165274,3.021139,0.000000,0.974141,1.658306,0.220239,15.908032
0.000000,0.000000,10.944060,2.982733,0.000000,1.155741,1.983013,0.031116,17.559106
0.000000,0.000000,9.555108,3.056708,0.000000,1.005890,1.652026,0.202848,16.561568
0.000000,0.000000,9.991968,3.772922,0.000000,1.185586,3.975612,0.081390,17.321432
0.000000,0.000000,11.499805,2.981136,0.000000,0.953115,1.679593,0.250944,21.055242
0.000000,0.000000,10.941512,4.374973,0.000000,1.021289,2.217751,0.041106,19.102993
0.000000,0.000000,12.768817,3.389908,0.000000,1.006653,1.551478,0.248438,20.343029
0.000000,0.000000,10.549491,2.799981,0.000000,1.146389,1.856157,0.031032,17.013063
0.000000,0.000000,11.976007,2.955634,0.000000,0.885362,1.714708,0.280029,18.901720
0.000000,0.000000,9.756768,2.748792,0.000000,1.226564,1.938740,0.032883,16.456365
0.000000,0.000000,10.025026,2.845250,0.000000,0.848191,1.865369,0.339509,16.953082
