#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
5.768915,0.080574,0.788872,0.007741,0.007741,6.655318
6.695867,0.123977,2.277670,0.001357,0.001357,9.101292
8.136225,0.649512,3.658484,0.336399,0.336399,26.659532
7.276843,0.695302,5.093143,0.640306,0.640306,30.573677
7.277354,0.511041,6.252122,0.514787,0.514787,33.949967
8.044947,0.741018,7.701861,1.043220,1.043220,41.418552
7.014623,0.678172,7.101310,1.240041,1.240041,42.360037
8.430264,0.736958,8.766348,1.468412,1.468412,49.577715
7.467933,0.785289,9.144282,1.155928,1.155928,48.099989
6.711326,0.721574,8.868222,1.539312,1.539312,51.646264
6.181872,0.866938,10.196045,1.289436,1.289436,50.828254
6.710391,0.738629,10.310796,2.145649,2.145649,57.736835
6.111633,0.726959,9.767815,1.835446,1.835446,52.559546
6.117767,0.804483,9.075324,1.143618,1.143618,43.372144
7.967857,0.814623,10.424589,0.830429,0.830429,43.813380
6.383394,0.692285,10.254105,1.010532,1.010532,41.691398
7.369729,0.844542,10.386082,0.796025,0.796025,45.089584
5.929358,0.827216,12.256691,0.797437,0.797437,47.408366
8.050474,0.804580,12.623705,1.289134,1.289134,49.551727
6.749550,0.746674,12.556821,2.093345,2.093345,51.924453
6.858915,0.754306,12.977647,1.443160,1.443160,51.147044
7.332252,0.770558,13.212866,1.676219,1.676219,55.465255
6.958150,0.823687,11.631357,1.822494,1.822494,71.881485
6.587599,0.855995,12.784050,1.948339,1.948339,54.048075
6.748139,0.839971,12.454251,1.532267,1.532267,54.055859
6.774791,0.630611,12.381830,2.049854,2.049854,54.682376
6.257659,0.642867,13.477355,1.846791,1.846791,57.908244
6.679246,0.584809,13.954591,1.408528,1.408528,59.193414
7.185001,0.701436,14.630721,1.106261,1.106261,63.366576
6.982099,0.847712,12.644625,2.026155,2.026155,66.704978
7.889585,0.746587,13.068242,1.385753,1.385753,60.485369
6.416169,0.819757,12.641227,2.119236,2.119236,58.901307
7.049766,0.814894,12.936329,1.359232,1.359232,59.845738
7.474935,0.763870,11.103098,1.529031,1.529031,68.552311
6.553346,0.900061,8.707638,1.518425,1.518425,44.671850
7.587014,1.139763,9.296724,0.975662,0.975662,51.046061
6.941942,0.831949,8.056226,1.002151,1.002151,38.545953
7.500881,0.928829,7.111960,0.717580,0.717580,37.802004
7.377241,0.982523,8.441663,1.617270,1.617270,41.868201
6.553075,0.910841,8.583530,1.180376,1.180376,39.760287
7.432900,1.064498,8.518817,0.940260,0.940260,41.454766
7.017212,1.154940,9.778258,1.070002,1.070002,43.262197
6.695943,1.026067,10.340443,1.199136,1.199136,46.061989
6.793280,1.112764,12.226001,1.548693,1.548693,49.122627
6.542429,0.992642,12.864135,2.007787,2.007787,53.324039
6.990958,0.964643,10.920769,1.652879,1.652879,53.196455
7.251845,0.953960,11.392913,2.292012,2.292012,66.599155
6.910372,0.971548,11.052475,1.741865,1.741865,59.462266
7.162366,1.161399,11.592775,5.633279,5.633279,101.118090
6.808303,1.145061,11.078834,1.485705,1.485705,59.387749
7.283845,0.958011,11.307605,1.213226,1.213226,61.008082
6.152386,1.075387,12.046419,2.089436,2.089436,62.217009
7.419471,1.070458,13.099866,1.627258,1.627258,60.190853
6.908788,0.907160,13.133390,1.380585,1.380585,61.587049
8.063565,1.085048,18.380419,2.788028,2.788028,81.405884
6.619374,1.067516,13.223419,2.335164,2.335164,65.638743
