#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.007134,3,1,0,3464
0.001773,4,1,0,3925
0.353142,5,1,0,4710
0.386416,6,1,0,5424
0.428765,7,1,0,6124
0.725911,8,1,0,6716
0.893279,9,1,0,7348
0.893821,10,1,0,8121
1.092730,11,1,0,8790
1.229319,12,1,0,9297
0.931292,13,1,0,9822
1.113939,14,1,0,10420
1.289323,15,1,0,10822
1.457533,16,1,0,11383
1.761913,17,1,0,12021
3.665464,18,1,0,12608
1.996429,17,2,0,13003
3.121851,16,4,0,12722
3.472411,14,7,0,10896
4.386330,15,7,0,11456
1.774378,14,9,0,10653
4.437498,15,9,0,11271
3.419789,16,9,0,11755
2.659567,14,12,0,10356
3.954323,15,12,0,10914
1.643068,16,12,0,11300
1.523130,17,12,0,11709
3.424368,16,14,0,11120
1.917097,16,15,0,11181
2.135572,18,14,0,12227
1.737607,17,16,0,11754
2.423047,21,13,0,13905
4.467887,18,17,0,12487
3.724458,20,16,0,13733
2.430706,20,17,0,13627
3.491856,21,17,0,14173
3.636781,22,17,0,14808
2.138651,22,18,0,14849
2.479410,24,17,0,15941
3.984513,22,20,0,15445
2.708475,24,19,0,15977
2.907314,21,23,0,14614
2.922723,21,24,0,14217
2.217401,23,23,0,15730
3.683381,25,22,0,16320
4.972514,25,23,0,16832
4.022406,24,25,0,15812
4.456603,25,25,0,16343
2.903888,21,28,0,14661
5.002151,22,29,0,15357
2.992316,23,29,0,16049
4.037555,25,29,0,18207
3.958796,26,29,0,18868
4.262273,24,31,0,17796
5.254010,26,30,0,18739
3.224478,20,37,0,15358
3.969305,21,37,0,16022
2.472055,22,37,0,16644
4.839111,21,31,0,16106
3.328205,22,39,0,16720
3.384066,23,39,0,17183
2.672152,24,39,0,17729
4.259411,25,39,0,18361
4.658079,27,30,0,19385
3.351074,29,29,0,20419
3.487352,29,30,0,20882
3.795930,31,29,0,21380
6.594522,27,34,0,18817
10.159843,27,35,0,18809
8.312540,26,37,0,18317
4.791975,27,37,0,18982
5.144154,26,39,0,18462
3.179577,25,41,0,17878
3.049099,28,39,0,20055
4.218654,27,41,0,18857
3.045236,29,40,0,20023
2.936409,23,47,0,16514
5.054891,23,48,0,16902
2.408835,21,51,0,15004
3.878753,22,51,0,15679
2.223131,23,51,0,16340
2.462106,22,53,0,15739
3.653895,23,53,0,16407
4.537176,24,53,0,16988
6.635341,24,54,0,16942
6.692319,21,55,0,15293
2.927923,21,56,0,15708
2.389088,15,43,0,12422
3.625200,17,42,0,13506
4.394665,15,42,0,12540
4.560952,14,42,0,11580
6.059284,17,42,0,13818
2.452148,16,42,0,12895
5.522412,13,41,0,11163
3.466909,12,41,0,10056
1.239149,12,42,0,10278
4.407990,14,41,0,10826
1.847808,13,35,0,9903
2.936701,14,35,0,10412
1.833921,14,36,0,10385
2.237139,15,36,0,10975
2.011620,15,37,0,10915
3.177970,17,36,0,12104
2.372357,18,36,0,12613
3.037302,18,37,0,12584
5.507385,19,37,0,13046
3.770107,20,37,0,13389
3.186857,21,37,0,13903
4.203312,21,33,0,13796
3.538376,21,31,0,13663
8.591025,18,35,0,11775
3.871130,18,36,0,11767
2.316780,20,35,0,12689
4.298984,19,37,0,12024
2.950036,19,38,0,12216
2.925670,18,40,0,11597
2.236538,18,41,0,11552
4.765623,20,40,0,12537
6.137084,19,28,0,11869
3.834530,19,29,0,11697
2.449343,16,33,0,10460
4.320656,19,31,0,11274
1.975591,14,30,0,9613
1.529552,18,27,0,10886
1.708142,11,28,0,7196
2.363129,12,28,0,7813
1.013940,13,28,0,8413
1.200766,13,29,0,8443
1.277882,12,31,0,8168
1.674307,12,32,0,8377
1.937439,11,34,0,7993
1.414683,11,35,0,8021
1.277271,9,26,0,7003
1.341244,8,27,0,6298
1.755412,8,21,0,6236
0.938778,1075470538,1076577848,1071981403,1075470538
0.816192,-250413773,-464818541,2071205029,-250413773
