#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.007751,3,1,0,4005
0.001488,4,1,0,4993
0.370335,5,1,0,6000
0.478842,6,1,0,6927
2.227537,7,1,0,7884
0.989536,8,1,0,8981
1.159066,9,1,0,9820
1.203229,10,1,0,10372
1.593974,6,5,0,8274
2.903113,7,5,0,8980
1.510913,8,5,0,9930
1.446373,7,7,0,8342
2.114775,8,7,0,8981
1.828965,9,7,0,9691
1.419363,10,7,0,10383
2.358266,11,7,0,10935
2.384007,11,8,0,10352
3.176939,12,8,0,10916
2.509720,13,8,0,11660
1.784390,13,8,0,11411
3.486642,14,8,0,12056
2.555251,14,6,0,12136
3.269128,15,6,0,12827
2.533474,16,6,0,13253
5.216685,17,6,0,13835
3.650287,18,6,0,14418
7.654998,19,6,0,15185
2.706846,20,6,0,15820
3.563167,21,6,0,16476
3.748068,22,6,0,17112
3.693418,23,6,0,17675
5.350716,19,9,0,15772
7.922414,20,9,0,16533
5.988600,16,13,0,13110
6.055778,16,14,0,13035
6.121892,15,16,0,12358
2.505562,13,18,0,11380
2.190094,12,20,0,10731
5.483373,10,22,0,9471
7.437316,9,24,0,8989
4.975018,9,25,0,8995
2.774795,6,28,0,7000
3.992983,7,28,0,7643
3.929068,7,25,0,7249
1.933488,8,25,0,7859
1.639493,9,25,0,8465
4.134351,10,25,0,9348
2.701016,10,15,0,9029
5.065888,11,15,0,9616
2.674506,11,13,0,9528
4.528701,12,13,0,10083
4.257504,13,13,0,10652
5.576274,13,10,0,10610
5.342324,14,10,0,11131
2.810946,15,10,0,11581
3.841419,15,10,0,11548
4.587497,12,8,0,9641
1.930806,14,8,0,11721
1.308424,14,8,0,10789
3.287714,15,8,0,11359
2.613212,16,8,0,11743
2.747839,15,10,0,11027
3.184473,14,12,0,10284
2.358451,15,12,0,11023
2.959696,16,12,0,11500
2.910648,16,12,0,11572
4.603304,15,14,0,10971
2.167709,16,14,0,11533
1.851535,15,16,0,11157
2.140265,16,16,0,11522
1.918496,16,17,0,11650
2.052167,16,17,0,11390
2.241292,15,19,0,10576
2.014312,16,19,0,10927
2.191473,17,19,0,11572
2.046837,18,19,0,12119
2.909877,18,20,0,12213
5.192792,18,21,0,12567
6.144581,16,24,0,11848
3.181248,14,27,0,11005
5.093295,15,27,0,11358
2.110519,14,29,0,11891
2.197129,14,29,0,11557
3.924680,15,29,0,12230
3.064501,14,31,0,11941
2.725138,15,31,0,12662
2.247035,15,30,0,12671
9.395102,15,30,0,12778
3.519775,16,30,0,13543
5.343268,17,30,0,14469
2.823941,17,29,0,14951
7.875534,13,22,0,12842
9.003264,12,23,0,12320
6.576678,11,24,0,11878
4.238147,8,22,0,10010
10.160135,7,24,0,8908
2.202871,5,22,0,6699
1.647385,4,13,0,4926
1.131165,4,9,0,4828
0.925680,5,9,0,5549
0.629666,6,9,0,6219
0.847213,7,9,0,7030
0.993032,8,9,0,7908
2.148037,9,9,0,8677
1.224822,9,8,0,8799
2.272894,10,8,0,9453
1.785573,11,8,0,9993
1.798578,11,4,0,9766
1.769854,12,4,0,10159
2.573533,12,3,0,10348
2.277421,12,4,0,10643
1.844152,12,5,0,10842
1.718569,11,7,0,10042
1.871554,11,8,0,9732
2.861894,13,7,0,11234
2.332211,13,8,0,11024
2.245352,13,9,0,10968
2.082195,12,11,0,10167
1.739456,13,11,0,10629
2.145518,13,12,0,10780
2.965059,13,13,0,10730
3.265970,13,14,0,10605
2.422568,14,14,0,11079
1.926876,15,14,0,11686
1.866712,14,16,0,11377
4.700922,13,18,0,9999
2.596917,15,17,0,11219
2.108826,13,19,0,10343
3.399185,14,19,0,10910
4.530769,15,19,0,11694
3.798593,15,19,0,11606
2.756860,16,19,0,12403
2.995543,15,21,0,12559
2.866953,13,24,0,10976
4.442306,7,25,0,7730
5.804992,5,23,0,6323
0.886990,5,24,0,6123
0.983881,5,23,0,5817
1.020336,5,10,0,5510
1.190896,6,10,0,5921
0.869598,7,10,0,6423
1.248998,8,10,0,6951
0.823134,9,10,0,7654
1.405207,10,10,0,8178
1.415954,10,7,0,8092
1.862000,11,7,0,8711
1.765501,12,7,0,9160
2.061080,13,7,0,9627
2.115068,14,7,0,10158
1.793715,15,7,0,10622
1.594929,16,7,0,11206
1.896609,17,7,0,11968
1.895166,17,4,0,12289
3.599307,18,4,0,13054
2.866594,19,4,0,13746
4.839957,20,4,0,14367
4.024889,21,4,0,15033
3.538307,22,4,0,15628
3.904114,23,4,0,16138
6.607873,20,7,0,14900
3.775883,17,10,0,13266
3.102900,18,10,0,13918
4.533270,15,14,0,12595
7.310443,14,16,0,12226
1.945364,12,19,0,10519
3.615243,13,19,0,11053
1.425899,12,21,0,10643
1.773403,13,21,0,11370
1.720513,13,21,0,11607
2.370556,13,22,0,11622
1.938634,12,24,0,11203
3.966418,13,24,0,11880
2.266934,13,25,0,12055
2.766435,12,27,0,11092
8.195891,11,21,0,10296
2.210449,11,22,0,10532
12.922460,12,22,0,11023
5.087291,13,22,0,11475
5.736912,12,18,0,11620
2.513976,9,15,0,8533
2.646541,10,15,0,9065
1.351892,10,16,0,8884
1.488093,11,16,0,9425
2.331474,9,17,0,7640
2.416574,9,18,0,7579
2.467773,9,19,0,7568
1.598251,10,19,0,8064
1.418930,9,19,0,7343
2.231978,10,19,0,7782
1.370739,11,19,0,8227
1.650859,11,20,0,8188
3.345251,12,20,0,8679
4.416936,12,21,0,9038
3.993830,12,22,0,8596
4.968460,12,23,0,8684
2.967925,13,23,0,8957
2.075616,14,23,0,9548
2.144444,13,24,0,9019
2.597276,9,20,0,7349
2.345739,9,21,0,8067
2.026492,11,20,0,9461
2.014584,14,19,0,8749
6.429152,12,21,0,8617
2.838412,6,24,0,6086
2.329921,3,18,0,4216
2.059158,4,18,0,4657
0.859665,4,10,0,4209
0.785104,5,10,0,4830
1.577983,6,10,0,5206
0.579055,7,10,0,5682
0.865212,7,2,0,5623
1.954961,7,3,0,5719
1.038671,8,3,0,6197
9.847663,7,5,0,5929
1.094613,7,5,0,6032
1.043513,6,7,0,5395
1.540453,7,7,0,5841
1.543004,7,8,0,5822
1.112254,7,9,0,5836
1.327846,7,10,0,5785
1.053805,7,11,0,5603
0.911752,7,12,0,5765
1.460562,8,12,0,6225
1.012334,7,13,0,5937
1.420525,7,10,0,5927
1.347712,6,11,0,5711
1.227525,7,11,0,6156
1.317794,7,12,0,6092
1.356788,8,12,0,6572
1.428048,9,11,0,7098
3.757307,9,12,0,7059
2.205640,10,12,0,7494
1.134997,11,12,0,8019
1.349091,12,12,0,8436
1.487659,10,14,0,7855
1.911385,11,14,0,8282
2.732205,11,15,0,7974
2.137931,12,14,0,8535
11.709076,13,14,0,9088
2.369959,14,14,0,9641
2.502610,12,17,0,8861
3.496456,12,18,0,8945
20.954495,13,18,0,9440
5.475474,14,18,0,10010
2.988639,14,19,0,10293
2.935096,15,19,0,10979
7.496224,13,21,0,9779
2.882975,16,20,0,11322
4.845027,16,19,0,11578
2.654336,15,21,0,11285
3.988119,9,28,0,8462
3.713101,6,32,0,7060
1.706921,4,23,0,4803
1.576180,4,12,0,4411
0.892396,5,12,0,5222
1.010716,6,12,0,5776
0.628799,7,12,0,6333
0.911025,8,12,0,6855
0.947523,9,12,0,7460
1.306101,10,12,0,8084
1.223834,11,12,0,8640
2.278094,11,8,0,8438
3.312151,11,3,0,8595
13.174849,12,3,0,9243
1.591064,13,3,0,9857
2.012054,14,3,0,10512
2.431817,15,3,0,11318
2.351807,16,3,0,11973
2.316698,16,4,0,12341
3.320250,18,3,0,13403
2.989561,19,3,0,14080
4.588127,18,5,0,14347
21.146420,20,4,0,15089
6.456163,20,5,0,15785
6.222788,19,7,0,14903
7.604263,17,9,0,13927
18.436870,19,8,0,15402
3.430081,21,7,0,15951
7.528141,19,10,0,14926
5.098789,20,10,0,15481
