#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
6.919276,0.040094,0.369985,0.008597,0.008597,7.345953
5.822556,0.144717,1.935613,0.001212,0.001212,7.905917
6.379732,0.344406,3.717870,0.108039,0.108039,21.734548
7.199141,0.246661,5.713371,0.471124,0.471124,26.004955
6.958069,0.301523,7.105364,0.433510,0.433510,31.600942
5.965498,0.258707,6.962521,0.303805,0.303805,29.142119
6.189158,0.314748,8.752261,0.584762,0.584762,36.069319
6.399405,0.377865,10.189573,0.535685,0.535685,46.322472
5.797366,0.364574,10.474928,0.606230,0.606230,41.917051
5.873253,0.400347,11.426887,0.603034,0.603034,45.178098
5.986818,0.386108,13.834131,1.630884,1.630884,56.312349
6.227417,0.419127,13.745734,1.118033,1.118033,64.628051
6.075411,0.379221,15.767121,1.110055,1.110055,61.636456
6.874001,0.454317,12.935051,0.812158,0.812158,56.180103
6.644820,0.449667,14.265636,0.875539,0.875539,64.621641
7.611847,0.733908,15.215985,1.555236,1.555236,98.425524
8.747721,0.865653,15.389345,1.656034,1.656034,78.184148
6.023612,0.498346,15.769899,1.657687,1.657687,85.281887
6.690424,0.428165,16.240650,2.416789,2.416789,85.524766
5.720061,0.442933,15.025024,2.074224,2.074224,82.378841
7.357682,0.479423,18.191956,1.599220,1.599220,113.146823
6.487517,0.423062,15.766802,1.860881,1.860881,107.346778
6.846387,0.539113,17.560654,1.834783,1.834783,116.072392
6.801847,0.406696,16.939137,2.490597,2.490597,65.467301
6.138417,0.374284,15.456628,3.738733,3.738733,102.408777
5.944779,0.341529,15.900707,2.022833,2.022833,65.203162
6.722573,0.361576,16.425977,1.675993,1.675993,60.570804
6.129392,0.354203,16.961839,2.012793,2.012793,64.608768
5.634119,0.369247,15.296163,2.483907,2.483907,54.361709
6.073438,0.393481,15.353373,2.398296,2.398296,64.749902
6.106754,0.344714,15.852535,2.194265,2.194265,63.991759
6.396430,0.406343,15.558571,2.424614,2.424614,64.228489
5.922219,0.369235,14.976709,2.466726,2.466726,64.310628
6.394104,0.481903,14.707819,2.321954,2.321954,63.097627
5.969741,0.588663,13.924736,2.862114,2.862114,66.081600
7.366454,0.525954,8.614719,0.668422,0.668422,32.581360
6.171171,0.524092,6.551583,0.387575,0.387575,24.638675
6.036153,0.512894,5.430419,0.262079,0.262079,19.587927
6.470120,0.439461,6.165551,0.253461,0.253461,23.989555
6.322099,0.458803,8.151537,0.292375,0.292375,27.366790
5.889596,0.420384,8.864456,0.301391,0.301391,29.593836
5.540992,0.392457,9.782734,0.354798,0.354798,31.790889
6.336232,0.369820,10.920880,0.418467,0.418467,35.494641
7.057258,0.454053,11.926974,0.781883,0.781883,46.137628
6.715355,0.398044,12.395211,0.631568,0.631568,41.180582
6.151764,0.426544,13.042661,1.115246,1.115246,49.377695
7.495574,0.569112,16.431146,1.072450,1.072450,72.730068
6.398391,0.572430,14.223259,0.805094,0.805094,52.313462
6.809529,0.494698,13.448937,0.636197,0.636197,48.652361
6.002011,0.456808,12.584420,0.563127,0.563127,45.114485
7.339417,0.544392,14.609148,0.827356,0.827356,57.904743
6.251801,0.483997,12.014745,0.742229,0.742229,46.889776
5.949764,0.477957,13.004143,0.898297,0.898297,44.219354
5.842030,0.417111,12.185327,0.891553,0.891553,43.252899
6.162035,0.447727,13.188622,1.231825,1.231825,47.142355
6.109642,0.445027,14.148218,1.430610,1.430610,49.899958
6.343473,0.523937,14.527615,1.867405,1.867405,56.226238
5.962126,0.511196,13.317579,1.284924,1.284924,46.463573
6.364623,0.571294,16.482725,1.753922,1.753922,50.903989
8.129703,0.393085,17.534257,2.183376,2.183376,58.325595
6.866154,0.320193,19.343957,1.756446,1.756446,63.360687
6.578639,0.262167,17.491926,2.196876,2.196876,63.046685
6.737886,0.277376,16.185985,1.777022,1.777022,65.792899
8.199571,0.296376,19.478710,2.095418,2.095418,86.492056
7.033750,0.443351,16.658674,2.818548,2.818548,71.300657
6.233705,0.536996,19.787044,1.998873,1.998873,73.872920
6.941615,0.459949,16.348457,2.096817,2.096817,60.990935
7.627097,0.426666,16.966258,2.191014,2.191014,58.668408
8.583961,0.632427,20.989498,2.623873,2.623873,72.224724
8.107160,0.593215,22.850323,8.315436,8.315436,96.696030
8.711200,0.411700,20.639064,3.138431,3.138431,83.547718
13.113415,0.853982,22.272995,3.089256,3.089256,116.823921
7.509935,0.596796,18.505040,3.634012,3.634012,87.538090
6.354076,0.451331,14.421869,2.930565,2.930565,55.184249
7.147917,0.534880,14.721066,2.367746,2.367746,55.881226
5.659424,0.467344,13.778311,2.087295,2.087295,46.358323
6.982305,0.740455,16.886081,2.853132,2.853132,62.364942
5.827670,0.462429,14.363446,1.657037,1.657037,47.244938
6.897961,0.562136,11.736785,2.960156,2.960156,46.145608
6.908651,0.647074,12.851182,3.745511,3.745511,47.068735
6.731402,0.575724,13.944451,3.076737,3.076737,44.717411
5.848521,0.597546,11.854786,2.237633,2.237633,33.689317
5.855553,0.451640,11.330272,1.706245,1.706245,32.792244
5.717571,0.412878,11.942999,1.731340,1.731340,31.442737
5.606820,0.323775,10.432188,0.997266,0.997266,26.985380
5.556752,0.409429,8.335669,0.879617,0.879617,23.884982
7.671771,0.453766,10.692680,1.952398,1.952398,32.989282
6.532505,0.462330,10.282634,1.997430,1.997430,30.176361
5.404321,0.438547,8.475778,1.257823,1.257823,24.931776
5.640512,0.559083,9.234462,1.491700,1.491700,26.187418
5.807579,0.450879,8.791242,1.462472,1.462472,25.372187
5.572028,0.310901,13.083406,1.183906,1.183906,31.199858
5.942233,0.309844,12.284186,1.346620,1.346620,31.164799
6.156530,0.307717,14.371227,1.525424,1.525424,35.613773
6.189974,0.363912,14.461743,1.785453,1.785453,37.813906
5.694107,0.282104,15.557635,1.915842,1.915842,39.889056
5.820132,0.327962,14.830405,1.541933,1.541933,38.070507
5.980664,0.400325,15.524065,1.470540,1.470540,40.846592
6.112000,0.353850,15.942576,1.420074,1.420074,42.254586
6.222485,0.340526,16.239514,1.716330,1.716330,47.907993
6.595557,0.328623,16.871225,1.538429,1.538429,47.166976
5.785944,0.286414,14.556082,1.507350,1.507350,46.406485
6.220545,0.300179,16.745784,1.566984,1.566984,52.934163
6.479351,0.368486,16.209097,1.773650,1.773650,56.489308
6.870860,0.377281,14.749081,2.223724,2.223724,56.178913
6.434011,0.492020,15.899881,1.192514,1.192514,73.508083
6.284423,0.520531,13.080672,1.581455,1.581455,52.866923
6.254678,0.626697,10.065499,1.540434,1.540434,39.707519
5.401335,0.551203,9.814408,1.162526,1.162526,34.185450
5.399583,0.397030,8.838368,0.931922,0.931922,33.606969
5.536518,0.333814,9.161647,0.562235,0.562235,29.718571
6.256607,0.498622,10.432067,0.826121,0.826121,34.858578
5.741905,0.374691,10.453480,0.813271,0.813271,35.835255
6.165992,0.410686,10.140915,0.680236,0.680236,35.438522
6.191693,0.494092,10.778458,0.568881,0.568881,39.151203
7.965606,0.528655,13.716636,1.083616,1.083616,53.702909
6.664382,0.425641,11.862336,0.965493,0.965493,43.715075
5.982493,0.417838,12.939195,1.277232,1.277232,44.722271
6.140015,0.422743,13.082754,0.818528,0.818528,47.739692
6.079642,0.571746,14.360526,1.246042,1.246042,51.149602
6.980772,0.385172,14.909624,0.938877,0.938877,52.783528
6.407351,0.311806,15.013893,1.082910,1.082910,57.243683
6.432304,0.283514,16.814065,1.886889,1.886889,65.069952
6.367146,0.302680,15.351389,1.129958,1.129958,66.071305
6.978712,0.468656,16.827450,1.592993,1.592993,75.943541
6.669916,0.300299,16.306984,1.268514,1.268514,81.953906
6.238312,0.297027,14.866531,1.315309,1.315309,83.184673
6.811832,0.323620,15.372515,1.964544,1.964544,91.083184
6.091369,0.406906,15.417999,1.567325,1.567325,79.894736
7.253894,0.456412,18.908022,2.712108,2.712108,149.788645
8.964470,0.499052,19.251237,2.397514,2.397514,140.701874
7.551288,0.491613,18.257245,2.381643,2.381643,140.176244
7.210378,0.489860,15.757434,1.849110,1.849110,122.324077
6.926080,0.540347,17.348289,3.569936,3.569936,141.579027
6.676032,0.582921,17.463272,2.456068,2.456068,147.192974
7.078915,0.625517,17.836342,3.348888,3.348888,110.094571
7.081471,0.516421,12.008143,2.048865,2.048865,44.317162
5.487486,0.443760,5.639497,0.318903,0.318903,19.931926
5.760794,0.445832,5.647267,0.255036,0.255036,19.064872
7.092315,0.428859,7.969839,0.216639,0.216639,24.009652
6.667799,0.307804,5.675096,0.305479,0.305479,19.354360
7.334457,0.391366,6.924808,0.252347,0.252347,22.187577
6.602279,0.367858,8.695339,0.397956,0.397956,27.686238
5.524935,0.401846,9.271294,0.270168,0.270168,26.627795
5.331510,0.478718,8.341874,0.315641,0.315641,25.145478
6.057733,0.460136,9.977540,0.554796,0.554796,31.604888
6.716016,0.596367,11.527542,0.732564,0.732564,40.424665
5.736251,0.503791,13.150456,0.685173,0.685173,38.903010
6.788732,0.482972,13.668784,0.559712,0.559712,41.130899
8.808699,0.792056,18.873768,0.969680,0.969680,64.045716
7.350703,0.750903,16.150839,0.908271,0.908271,57.834914
7.302300,0.673382,12.295812,0.764558,0.764558,41.290165
6.553478,0.464523,11.609658,1.070092,1.070092,44.206621
